,exog,endog,TE_XY,p_value_XY,z_score_XY,Ave_TE_XY,ETE_XY
0,0,1,-0.005456562260584441,0.65,-0.2622125618645315,-0.001281595373586697,-0.004174966886997744
1,1,0,-0.015588758330364882,1.0,-2.009069910985434,0.00816273489308501,-0.023751493223449893
2,0,2,-0.024038548859527165,0.8,-0.874338112413644,-0.009430067388453955,-0.01460848147107321
3,2,0,-0.017599219281487777,0.75,-0.7667908745374648,-0.0005716045278962633,-0.017027614753591512
4,0,3,0.00509887771922779,0.25,0.9541797830369294,-0.006400813723310495,0.011499691442538285
5,3,0,0.0001310511687115934,0.35,0.09820922053760733,-0.0013590923248699483,0.0014901434935815417
6,1,2,0.016348380242396043,0.2,0.672939338796658,0.0037443437866545803,0.012604036455741463
7,2,1,0.015636884955494423,0.2,0.985421363085835,0.0004079117634881335,0.01522897319200629
8,1,3,-0.009624560114636527,1.0,-1.1647549587342465,0.008456574172904107,-0.018081134287540636
9,3,1,-0.00809345237646042,0.75,-0.8940478405405865,0.0036388355038421416,-0.011732287880302561
10,2,3,0.001648024875798182,0.35,0.1819908802044803,-0.001300379796894613,0.0029484046726927947
11,3,2,-0.009140134479093565,0.7,-0.3753437837401505,-0.0019520252229903612,-0.0071881092561032036
