,exog,endog,TE_XY,p_value_XY,z_score_XY,Ave_TE_XY,ETE_XY
0,0,1,0.003180314546193941,0.05,1.9204329233541098,-0.01998547653171414,0.02316579107790808
1,1,0,-0.0024153386667808974,0.1,0.7081308960509037,-0.0124976428726846,0.010082304205903702
2,0,2,-0.01725538930584447,0.8,-0.9408768718875739,-0.0029818924147922976,-0.014273496891052173
3,2,0,0.0037330317804995516,0.3,0.42998977121972626,-0.0036917674971787885,0.00742479927767834
4,0,3,-0.009595715406953698,0.75,-0.4025910760579917,-0.004198098895897617,-0.00539761651105608
5,3,0,0.0004642441185058743,0.5,-0.1782475952860056,0.0038194018447053947,-0.0033551577261995203
6,0,4,0.0010955331492885634,0.35,0.32659054992408715,-0.003625832570469556,0.004721365719758119
7,4,0,-0.02454441446787481,0.95,-1.5563099016292128,-0.002567815455003819,-0.02197659901287099
8,1,2,0.015612722792826883,0.1,1.131320829618728,-0.003164165846567135,0.01877688863939402
9,2,1,-0.0024792498914418815,0.3,0.48032215440515,-0.011969894919794966,0.009490645028353084
10,1,3,-0.005755044389117447,0.5,0.2935547488509194,-0.009128769273156468,0.0033737248840390206
11,3,1,0.004556274388828996,0.3,0.5980622700566476,-0.005012572317171937,0.009568846706000934
12,1,4,0.00010895857425108346,0.25,0.6375544112627889,-0.011044498712016071,0.011153457286267154
13,4,1,0.02420875912546716,0.05,1.9792560078904078,-0.013426692057161094,0.03763545118262825
14,2,3,0.007884176613755844,0.25,0.8760250130531414,-0.009699118465767587,0.017583295079523432
15,3,2,0.022382696614970943,0.2,1.0218806717202666,0.004734485205572981,0.017648211409397964
16,2,4,-0.002825426015268917,0.55,0.014970702438220053,-0.003105847799686745,0.0002804217844178279
17,4,2,0.0060533955691011165,0.2,0.7856526277138919,-0.006525574360126773,0.01257896992922789
18,3,4,-0.0022381161481224154,0.45,-0.02469005233317848,-0.0018654616986561346,-0.00037265444946628086
19,4,3,0.013235396185247605,0.4,0.297599787623808,0.007630110657943323,0.0056052855273042825
