,exog,endog,TE_XY,p_value_XY,z_score_XY,Ave_TE_XY,ETE_XY
0,0,1,-0.011175898944429719,0.65,-0.4680799010018607,-0.005103670257780602,-0.006072228686649117
1,1,0,-0.008353887840661045,0.6,-0.4547978314380825,-0.0018100368413086487,-0.006543850999352396
2,0,2,0.002629733540553847,0.15,0.7085676712781311,-0.007504965271101316,0.010134698811655162
3,2,0,-0.033264394682150034,0.95,-1.8000122267225342,0.0004307834936086774,-0.03369517817575871
4,0,3,0.05284626621961275,0.0,2.80998108257731,-0.005616672590424909,0.058462938810037654
5,3,0,0.026397577710232767,0.0,2.3142495303196275,-0.008138123085315719,0.034535700795548484
6,1,2,0.004910979595792231,0.4,0.23083685157419112,0.0014463677994071666,0.003464611796385064
7,2,1,-0.0038624150744830388,0.65,-0.27340543824886204,0.0009798841761194054,-0.004842299250602445
8,1,3,0.03619191530879151,0.0,2.269128829020765,0.003270270424304522,0.03292164488448699
9,3,1,0.02106763987832405,0.1,1.2209273841922417,0.010328959801868588,0.010738680076455464
10,2,3,0.030960167134548744,0.0,2.311374667787358,-0.0011631539477037656,0.03212332108225251
11,3,2,0.0012216727968188401,0.4,0.10875106435249189,-0.0003675460014388898,0.00158921879825773
