,exog,endog,TE_XY,p_value_XY,z_score_XY,Ave_TE_XY,ETE_XY
0,0,1,0.003817704148149093,0.35,0.12006402834833456,0.0033131937498349895,0.0005045103983141036
1,1,0,0.01865701073812171,0.0,4.637517208710082,0.0028917835934698572,0.015765227144651853
2,0,2,0.01029624589029202,0.15,0.19177970659900317,0.00762098984690735,0.00267525604338467
3,2,0,0.010982943371581079,0.05,0.8485460069970122,0.0041898132299726795,0.006793130141608399
4,0,3,0.0013797899531872693,0.65,-0.4397785564174326,0.005556081192737182,-0.004176291239549913
5,3,0,0.0014012541931695923,0.45,-0.42118381501850094,0.003976542586570779,-0.002575288393401187
6,0,4,4.3324148836006474e-05,0.95,-0.6223089986959505,0.005520395530359942,-0.005477071381523935
7,4,0,0.0018805319648708592,0.65,-0.48922831235962166,0.005821956126004291,-0.003941424161133432
8,0,5,0.0011216638752908964,0.5,-0.43604373574655475,0.004469046979914504,-0.0033473831046236073
9,5,0,0.004768766601549893,0.25,0.04241222278088551,0.004516961086127739,0.00025180551542215365
10,0,6,0.0012641431937723087,0.55,-0.5118505014523516,0.006112622493823961,-0.004848479300051652
11,6,0,0.009122879369510626,0.05,2.229292746439813,0.0031894772945687184,0.005933402074941908
12,0,7,0.009051366309330221,0.25,0.5306748367337432,0.005180505366702592,0.003870860942627629
13,7,0,0.018512484106790135,0.0,7.03859262067252,0.001720933233021929,0.016791550873768206
14,0,8,0.016268318669883236,0.0,4.098381340219104,0.0034214423763028233,0.012846876293580414
15,8,0,0.015018171245274676,0.05,1.121450150258114,0.005365185610777958,0.009652985634496718
16,1,2,0.0039745418698248,0.35,-0.04775559645532577,0.004270257122609334,-0.00029571525278453397
17,2,1,0.0004255603653106216,0.8,-0.730281540493665,0.003961329844743492,-0.00353576947943287
18,1,3,0.0007565889810410238,0.7,-0.6842817116086006,0.004879882551584928,-0.004123293570543905
19,3,1,0.004250630108245452,0.1,1.654285592541634,0.0013419848161476452,0.0029086452920978065
