,exog,endog,TE_XY,p_value_XY,z_score_XY,Ave_TE_XY,ETE_XY
0,0,1,0.0008313963229055872,0.55,-0.4686007876339226,0.005818381330888303,-0.004986985007982715
1,1,0,0.016583180812819412,0.0,3.4501727122431425,0.003411083270966669,0.013172097541852744
2,0,2,0.0009602616740336379,0.7,-0.5314831663032944,0.00396447841390579,-0.0030042167398721524
3,2,0,0.007082402128496533,0.2,0.7391746878449985,0.003630565066414311,0.0034518370620822214
4,0,3,0.00022494000987341583,0.65,-0.5978701923023728,0.0027260796782430986,-0.002501139668369683
5,3,0,0.020904043659539656,0.0,3.2029222816547507,0.004324909407509317,0.01657913425203034
6,0,4,0.003084809260498255,0.45,-0.21733836294829312,0.004184604460125102,-0.001099795199626847
7,4,0,0.0025879358760952337,0.55,-0.48347511536123183,0.005854438948696602,-0.0032665030726013685
8,0,5,0.014235498901242169,0.0,2.280719582002665,0.0036970970354004797,0.01053840186584169
9,5,0,0.0007963370342076526,0.55,-0.6927030661946657,0.0035577771410550017,-0.002761440106847349
10,0,6,0.019410730052224056,0.05,2.9284259819970977,0.003344969661073995,0.016065760391150062
11,6,0,0.0022270261758732916,0.5,-0.2918087215019795,0.0038785811668156215,-0.0016515549909423299
12,1,2,0.002764592719346519,0.4,-0.15518186523763,0.0033966780807800218,-0.0006320853614335026
13,2,1,0.001142049675045391,0.5,-0.4918307048686141,0.005214626376474964,-0.004072576701429573
14,1,3,0.0009303330020676049,0.7,-0.5539046966370154,0.0042292809689383004,-0.0032989479668706955
15,3,1,0.008614535253555374,0.15,0.4726383585136005,0.0050409801214484195,0.0035735551321069547
16,1,4,0.006467111003733021,0.3,0.6719621423670347,0.003874796037540669,0.002592314966192352
17,4,1,0.002072405661887985,0.75,-0.6984219054658366,0.004827235851815942,-0.0027548301899279564
18,1,5,0.011335674617493161,0.15,1.3280662725181533,0.004247260024756996,0.007088414592736165
19,5,1,0.0005325672680688531,0.7,-0.5821007385809572,0.004188403480185737,-0.003655836212116884
20,1,6,0.01687122081670472,0.05,1.6289115527541056,0.0050255569332686165,0.011845663883436105
21,6,1,0.010121866724269318,0.0,2.3095620143752673,0.003150318927678944,0.006971547796590374
22,2,3,0.00011748021346068838,0.85,-0.6935589375234612,0.0051536468720941395,-0.0050361666586334515
23,3,2,0.012990742444486954,0.05,2.251585407118839,0.002652577569704008,0.010338164874782946
24,2,4,0.00349930317293165,0.3,0.10704441136777361,0.003052518966603973,0.00044678420632767715
25,4,2,0.00024169962412594827,0.8,-0.7986813801996858,0.0037991708072905466,-0.0035574711831645985
26,2,5,0.004691800093480393,0.15,0.6828011620938309,0.0026989147675034503,0.0019928853259769427
27,5,2,1.889722242658915e-05,0.95,-0.756236319924711,0.0038390668888454494,-0.00382016966641886
28,2,6,0.0240644975232156,0.0,5.142228193495421,0.004585495860627988,0.019479001662587613
29,6,2,0.0004916201589088784,0.8,-0.8079347918300269,0.004435355972314761,-0.003943735813405883
30,3,4,0.024491214614978267,0.05,2.36001301927171,0.005391725119136281,0.019099489495841986
31,4,3,0.0018680070281096787,0.55,-0.45614250481697743,0.005005772339227698,-0.0031377653111180196
32,3,5,0.02364210873071348,0.0,4.838382622778654,0.0030111096269055016,0.02063099910380798
33,5,3,0.00034283022385855525,0.85,-0.740437808264248,0.005181482378307869,-0.004838652154449313
34,3,6,0.044469470843707795,0.0,7.000473099808608,0.004296745180366457,0.04017272566334134
35,6,3,0.0013288764419703881,0.6,-0.4871127576839789,0.002617787655918605,-0.0012889112139482168
36,4,5,0.003523443260045265,0.35,-0.12633909249246805,0.004399485561923979,-0.0008760423018787144
37,5,4,7.279597385973039e-05,0.95,-0.704808663566915,0.004008445818426068,-0.003935649844566337
38,4,6,0.0040090068210914525,0.25,0.024777065746676027,0.0038291655609590273,0.00017984126013242518
39,6,4,0.004563275014782994,0.3,-0.0564994378967127,0.005003481385281226,-0.0004402063704982322
40,5,6,0.003346371752415871,0.35,-0.10483342893738103,0.003939392904394375,-0.0005930211519785044
41,6,5,7.778740479464987e-05,0.9,-0.902260448590721,0.004446279706342369,-0.004368492301547719
