,exog,endog,TE_XY,p_value_XY,z_score_XY,Ave_TE_XY,ETE_XY
0,0,1,0.014965768150385013,0.15,1.2792395451394123,0.005066507213405052,0.00989926093697996
1,1,0,0.00019975121397212294,0.9,-0.7942177717806908,0.007792910963788336,-0.007593159749816213
2,0,2,0.0014978448904184448,0.6,-0.6082926107666458,0.0034607754844972497,-0.001962930594078805
3,2,0,0.0028926811801898685,0.3,0.1728001274144292,0.0023898793634678983,0.0005028018167219702
4,0,3,0.0030068152712217464,0.4,-0.31644348757922247,0.005217902533640012,-0.002211087262418266
5,3,0,0.005917554369498967,0.2,0.41608493171839833,0.0038684805808597046,0.0020490737886392626
6,0,4,0.004150754664320635,0.35,0.002861840180587715,0.004138078179369984,1.2676484950651344e-05
7,4,0,0.002518053504275196,0.35,-0.1547297105990419,0.0034945133673271005,-0.0009764598630519045
8,0,5,0.02007784110291974,0.0,4.940060805105218,0.0027450701415832773,0.017332770961336463
9,5,0,0.012723497366121989,0.0,3.2392763608732653,0.00266759033594218,0.01005590703017981
10,0,6,0.007835113435659413,0.1,1.5953802541112192,0.002636195775995326,0.005198917659664086
11,6,0,0.0028648371834541814,0.5,-0.441895727214555,0.005053941915326975,-0.0021891047318727936
12,1,2,0.00014352115245534901,0.75,-0.8413183444571771,0.005448030317896991,-0.005304509165441642
13,2,1,8.813760182460889e-05,0.85,-0.9070182529283946,0.005656918496103504,-0.0055687808942788955
14,1,3,0.0005635523587006358,0.75,-0.7344332589121852,0.007826928594293613,-0.007263376235592978
15,3,1,0.0007032670698561842,0.55,-0.4326514114986705,0.004331086185779898,-0.0036278191159237138
16,1,4,0.0034501620491000054,0.4,-0.2314698735841224,0.004592239351234708,-0.0011420773021347023
17,4,1,0.002661252651974555,0.3,-0.07098134352905625,0.002987850713331085,-0.0003265980613565301
18,1,5,0.004376040838380835,0.45,-0.12722687403310357,0.0050365522137438366,-0.0006605113753630019
19,5,1,0.0015187709582012534,0.6,-0.40979476993225866,0.00426020277209738,-0.0027414318138961266
20,1,6,0.0002677637681467092,0.85,-0.5423473810164107,0.0040305927784417914,-0.003762829010295082
21,6,1,0.00422160805004077,0.15,0.5341576716243215,0.0025443845881313884,0.0016772234619093817
22,2,3,0.00020603232170682633,0.75,-0.5262206060471449,0.0041738408793216015,-0.003967808557614775
23,3,2,0.004366334738185186,0.5,-0.48197434872544725,0.008384033817818439,-0.004017699079633253
24,2,4,0.0008459610481507393,0.4,-0.40012301930603855,0.0025307419136231337,-0.0016847808654723946
25,4,2,0.0015486287629571031,0.65,-0.5869350723302801,0.004178037849941923,-0.00262940908698482
26,2,5,0.0015520768790001488,0.55,-0.4505283938345394,0.00328371913740564,-0.001731642258405491
27,5,2,0.003643108289443963,0.25,0.32826444830239865,0.0025063665656299915,0.0011367417238139716
28,2,6,0.02283243029255416,0.05,3.1374490806054602,0.003433850176682895,0.019398580115871263
29,6,2,0.0003310199842379929,0.85,-0.8649153614748339,0.004687075232280928,-0.0043560552480429345
30,3,4,0.007565715742458946,0.3,0.388703745999682,0.005176265326165107,0.0023894504162938384
31,4,3,0.00040538648677931026,0.8,-0.7867404954526802,0.004133625070860788,-0.0037282385840814777
32,3,5,0.00017250724255209957,0.85,-0.6949301246013039,0.004413511265971512,-0.004241004023419413
33,5,3,0.007387041979870027,0.2,1.0156945191399853,0.0031779579329739753,0.004209084046896051
34,3,6,0.0036244895356295,0.2,-0.020805379227114257,0.0037936053989327625,-0.0001691158633032627
35,6,3,0.0001480027484008798,0.9,-0.9565723493470762,0.007398514263240662,-0.007250511514839782
36,4,5,0.00018371905716672214,0.75,-0.7926699294812692,0.003974656793458355,-0.0037909377362916326
37,5,4,0.013174886225342422,0.15,1.0244833445789328,0.005775945354058782,0.00739894087128364
38,4,6,6.612952369086582e-07,1.0,-0.5766122154559986,0.004467402764076628,-0.004466741468839719
39,6,4,0.0074345884663421305,0.15,0.7530820793376815,0.004228948314367713,0.0032056401519744175
40,5,6,0.0037277867302960934,0.45,-0.3987497585724114,0.007616084780999607,-0.003888298050703514
41,6,5,0.00010778204541268982,0.7,-0.6555831165296668,0.002498890685203325,-0.0023911086397906353
