,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.9472556780752042,0.2696922737872472,0.0,57.02273544982069,-0.014882889332041849
1,0,2,0.35306434735849734,0.11416678944955697,0.0,26.946718532535765,-0.0370481196396113
2,0,3,0.6853425586016968,0.22539096855978524,0.0,51.85317383153692,-0.04018513641118293
3,0,4,0.6482379607826401,0.18455922054108706,0.0,34.052680598669326,-0.022286085555822188
4,0,5,0.8905674295087564,0.2535526158186959,0.0,51.58389826587676,-0.03263027363871753
5,0,6,0.4966769770043298,0.14140843530044217,0.0,35.44008032100092,-0.028953574997447662
6,0,7,0.6632733178803178,0.18883992292876284,0.0,46.39285034850969,-0.03274359611185944
7,0,8,0.8531244896493275,0.24289227160361818,0.0,51.52545781203547,-0.012803023863633944
8,1,2,0.3317600706138313,0.10727784442953286,0.0,33.636781729088696,-0.033628165686471735
9,1,3,0.5813373395549926,0.19118641382727652,0.0,48.26374524875062,-0.034991286795309495
10,1,4,0.4877254408779583,0.1307559032423779,0.0,30.61784233666537,-0.014837664180061605
11,1,5,0.7780645431418813,0.2102419256321447,0.0,51.09694799555298,-0.021665912642582753
12,1,6,0.43927915310415333,0.12016816266665079,0.0,30.13404850169389,-0.015387666333088301
13,1,7,0.6026921194056145,0.16959005844532196,0.0,35.48077464770173,-0.019644166845662125
14,1,8,0.6817676021477945,0.17946803448059365,0.0,56.67834227766522,-0.003892840895515004
15,2,3,0.49669999980254076,0.16335144028929802,0.0,22.233771535905873,-0.04780100632456312
16,2,4,0.3798697081271225,0.12283456347400037,0.0,35.316522663678334,-0.03351431794737621
17,2,5,0.31829861329740616,0.10292495132484335,0.0,28.287405688086018,-0.04442259192557452
18,2,6,0.7623949097664573,0.24652780659368462,0.0,63.636884462488084,-0.0385478419486216
19,2,7,0.4463022682367157,0.14431617768787017,0.0,35.104800956104995,-0.03864680318159901
20,2,8,0.383469696225367,0.12399865462709508,0.0,27.472035215050116,-0.02224863630584637
21,3,4,0.609692248146505,0.20051159031114263,0.0,29.507687940958924,-0.03297272665617892
22,3,5,0.6623856610218537,0.21784105455589542,0.0,36.45288553395768,-0.039212479129271616
23,3,6,0.796139054712226,0.261828993979269,0.0,46.31029253144551,-0.034828565412510004
24,3,7,0.6856478120016707,0.22549135829716951,0.0,45.97562048972499,-0.04284548121741878
25,3,8,0.5332499609526042,0.17537175194372578,0.0,45.98640197383793,-0.02712180583080768
26,4,5,0.6176336376797078,0.16689166273611997,0.0,38.0679760682216,-0.025030893869236782
27,4,6,0.5202427473136,0.14231637136329858,0.0,35.382920832395094,-0.02163539581368239
28,4,7,0.5531370506544606,0.1556458790954105,0.0,49.748194907446425,-0.0300829936661684
29,4,8,0.6324321580439474,0.1695507987356659,0.0,36.60960772887328,-0.013809512632474652
30,5,6,0.4844346736810472,0.13252079971677483,0.0,26.541188953802404,-0.02019463202865852
31,5,7,0.7111252381404851,0.20010178798608808,0.0,62.79770507093918,-0.035695606628549384
32,5,8,0.8761832760708588,0.23675472785838966,0.0,66.75186320636396,-0.022365470786769405
33,6,7,0.5642907213888426,0.15878438316874932,0.0,39.512340987310424,-0.03383239550149133
34,6,8,0.5788845242834721,0.1583582767079536,0.0,39.59827703191169,-0.012010890879113134
35,7,8,0.6027612490735228,0.1696095106731567,0.0,37.119260505750496,-0.019126137402414044
