,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.7850350931526808,0.22265440052273205,0.0,56.81409946140532,-0.013785625424655511
1,0,2,0.4660755611039651,0.13615088346900278,0.0,36.37348629092737,-0.027787045511909404
2,0,3,0.5602806744603015,0.1589087657157361,0.0,37.315563194592706,-0.020050394244159397
3,0,4,0.5223395436932012,0.1555003790616717,0.0,26.202860317025817,-0.022202839764233408
4,1,2,0.29797553112543085,0.08704518151258114,0.0,26.44968796495772,-0.019389793421558287
5,1,3,0.3578751983197792,0.09645195853113495,0.0,39.70009637907171,-0.019092471548970025
6,1,4,0.3680502322175174,0.10956848148792603,0.0,29.840453337708965,-0.020116779324275004
7,2,3,0.40650928204362824,0.11875026821293497,0.0,38.3641146075468,-0.023828088166029195
8,2,4,0.5756995293263882,0.1713856362528437,0.0,22.941412340336168,-0.027311795083278013
9,3,4,0.740957171962755,0.22058280384827075,0.0,43.35436485973271,-0.025648965395056723
