,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.764419267770764,0.22408081122225057,0.0,48.83787338834204,-0.026417920279676245
1,0,2,0.5552101748523537,0.17171467749530397,0.0,29.145275212720374,-0.03313530204755426
2,0,3,0.536973575325244,0.1574076942287076,0.0,42.04565865291084,-0.02109554813698007
3,0,4,0.8828832229076182,0.2588071718555662,0.0,91.79985893379201,-0.023991086255432004
4,0,5,0.5606842297102643,0.1643582027954266,0.0,52.70777050080835,-0.02597831997937714
5,0,6,0.6357057987375034,0.18634992220330407,0.0,27.27925523608077,-0.01791100978979836
6,1,2,0.9103515967356053,0.281552352462488,0.0,68.40176977420724,-0.03768430943879073
7,1,3,0.7118558878991816,0.20341837886472947,0.0,53.60755106985064,-0.023257954065641195
8,1,4,0.9930134300861777,0.2837613421097993,0.0,51.886442662799325,-0.020239895215997006
9,1,5,0.9192877777721815,0.2626936612359118,0.0,67.9964863948014,-0.02529859236057912
10,1,6,0.7042490225856106,0.20604835303842664,0.0,32.333326957485596,-0.02254414561897735
11,2,3,0.6652678421171787,0.20575316903644073,0.0,48.635935870806776,-0.030522344314660367
12,2,4,0.6409510775387881,0.1982325118575301,0.0,37.29037520955699,-0.034051217612588135
13,2,5,0.8651162039474869,0.26756200928109586,0.0,64.63854904039343,-0.03298486282781785
14,2,6,0.45909277987816743,0.14198761515522665,0.0,35.871383842493785,-0.030590529749381635
15,3,4,0.6209547603822196,0.16921202811188063,0.0,43.16420819984425,-0.019502430392045335
16,3,5,0.5163889899603289,0.14185420293183837,0.0,38.025243577818856,-0.014383626654356352
17,3,6,0.4471009095559948,0.13081225972847746,0.0,38.70118084240662,-0.02815906264426271
18,4,5,0.6791833399137222,0.18657448783996444,0.0,45.425851356614274,-0.020862352753753387
19,4,6,0.803961773375665,0.23522219271489447,0.0,35.06584566262312,-0.018853444786000352
20,5,6,0.5348867145143368,0.15649652758221105,0.0,44.47531076913235,-0.026203023395100854
