,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.8489581488532245,0.2718879460216803,0.0,49.49037527760751,-0.04429195946105611
1,0,2,0.6989127745052137,0.22383430675024918,0.0,41.585211592441176,-0.05012900398264493
2,0,3,1.0801028539344797,0.34591451515612043,0.0,50.220621914951195,-0.04930033229325028
3,0,4,0.7377331653652721,0.23626695298723688,0.0,49.505940318025495,-0.05074486036451651
4,0,5,0.8037809032672616,0.25741944892806434,0.0,41.05941752498758,-0.05437032302663458
5,0,6,0.9199530360032115,0.3139219738132692,0.0,41.09801960870929,-0.0640586991757969
6,1,2,0.8699911757758976,0.2685553923059137,0.0,51.01565956664641,-0.03542193813002061
7,1,3,0.8764896479618791,0.25842248991223027,0.0,43.15145293384545,-0.033224175114304935
8,1,4,0.5593353037523503,0.15439334771712618,0.0,40.038668682412705,-0.030071167855629178
9,1,5,0.9787683567304395,0.3069453379970648,0.0,41.35944299796516,-0.029595826080109956
10,1,6,1.0143118467360885,0.3461206871743652,0.0,57.8749445656393,-0.03727124952248952
11,2,3,0.9089376279019028,0.28057767485411855,0.0,42.524555413128624,-0.031479015874517645
12,2,4,0.4776869140530584,0.14745597446837277,0.0,23.998374357340616,-0.032402717919053046
13,2,5,1.4252899974142164,0.4469761583441028,0.0,60.64613294502232,-0.03830242326104445
14,2,6,1.0399461415106703,0.35486805589647874,0.0,48.4628037432406,-0.04338701213442788
15,3,4,0.7847453328429932,0.23137277585862406,0.0,54.501325584352124,-0.04224795909432122
16,3,5,0.981007949321306,0.3076476824282595,0.0,58.629660605039184,-0.046537438839574466
17,3,6,1.1471596825423287,0.39145327829695203,0.0,48.12139287292435,-0.05301943872274735
18,4,5,0.5901597066891284,0.1850762434199049,0.0,34.82388233058975,-0.040741296297467235
19,4,6,0.7927830912705272,0.2705268889580144,0.0,44.752572581984246,-0.04692614558079935
20,5,6,1.3054875832878121,0.4454806092220929,0.0,69.48979160478207,-0.06268102845390851
