,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.27669566455728756,0.07594151699428206,0.0,15.061450284299077,-0.020129829364260977
1,0,2,0.17096171877978783,0.04747558176863057,0.0,15.289903642125946,-0.01612224359996084
2,0,3,0.24509330972833876,0.06599820299020985,0.0,15.307004548139957,-0.015678385259919558
3,0,4,0.17547630811285586,0.04725188547839749,0.0,11.736239206955148,-0.014702362913126033
4,0,5,0.05871425493589655,0.016365344586292786,0.0,9.762788135609899,-0.020463854393087334
5,0,6,0.2418108849499525,0.06751868742646276,0.0,19.60095927552346,-0.016705295169246702
6,1,2,0.38988240298758825,0.10826923147064066,0.0,31.45559118249415,-0.019179811296755077
7,1,3,0.4959327234939064,0.13611302298318265,0.0,23.833470711246846,-0.021892243279584056
8,1,4,0.2933915709345509,0.08052385282492308,0.0,21.121311897853573,-0.018714380247171515
9,1,5,0.37603527424726835,0.10481180160382608,0.0,29.764935232078376,-0.029764968007951385
10,1,6,0.25598472006888606,0.07147632044710849,0.0,13.565835941584902,-0.016973436842285628
11,2,3,0.36089696075834166,0.10022005682220933,0.0,23.439168993500267,-0.016383134420094203
12,2,4,0.26423651121318237,0.07337772563293994,0.0,15.123897339183836,-0.007913227996637451
13,2,5,0.21856123800550886,0.06091927721934033,0.0,15.86852892602653,-0.020946614085772676
14,2,6,0.28712162922002005,0.08017040068603859,0.0,19.276421364735487,-0.014655422456944133
15,3,4,0.27636086708606733,0.0710739935150475,0.0,22.337010507507305,-0.015708843263534566
16,3,5,0.28751065530985453,0.08013745472055647,0.0,24.32318824273048,-0.018409616098557447
17,3,6,0.26387199198925426,0.07367861273659361,0.0,15.414013990798743,-0.016757252940647137
18,4,5,0.3106229504319842,0.0865795133699714,0.0,18.416692838469274,-0.011737892874368017
19,4,6,0.39097049552030505,0.10916718941526674,0.0,33.80628363585228,-0.01753989385338466
20,5,6,0.24382163968624404,0.06808013246049854,0.0,18.593695041902734,-0.02655333314294537
