,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.3791721885694086,0.09655697601039605,0.0,25.333373300477003,-0.00833730776574102
1,0,2,0.378999434959959,0.09838945699114454,0.0,27.231285775504624,-0.01170671906023868
2,0,3,0.33696453560257833,0.09290847426884222,0.0,31.68567072064103,-0.020156923357254986
3,0,4,0.3778235482633914,0.09621354198859694,0.0,28.930489944803693,-0.008038567176811418
4,0,5,0.37938264280936984,0.10138658498147307,0.0,25.634509126011768,-0.011908297596605255
5,0,6,0.21899911773997438,0.05632455689138282,0.0,17.014728893355795,-0.0125174364055328
6,0,7,0.37905458989613194,0.09938805492314091,0.0,19.510875603128046,-0.016134071094845215
7,1,2,0.3364370895897757,0.08734013695803072,0.0,24.98706308999253,-0.003918434198509324
8,1,3,0.4406510175601408,0.12149709954881147,0.0,35.89890259871448,-0.01169040860874886
9,1,4,0.3478582832454151,0.0851651214895084,0.0,27.638982868781625,-0.002323300923669258
10,1,5,0.40761898098983895,0.10893249135004203,0.0,33.009717025769085,-0.004531433818891983
11,1,6,0.25322773254058717,0.06512784149611545,0.0,18.114793997723602,-0.0011243465858377989
12,1,7,0.43316424548309573,0.11357559826042916,0.0,29.745690505052693,-0.0038976345938352085
13,2,3,0.2718472884128964,0.07495422850775178,0.0,20.811131401264717,-0.015804612345804214
14,2,4,0.3223649845496599,0.08368697379760116,0.0,25.82315616287136,-0.008726018912833223
15,2,5,0.44400115088637904,0.11865529767747703,0.0,28.652760851795872,-0.011645110032805129
16,2,6,0.34472529383669137,0.08949178110328357,0.0,20.903559689946228,-0.007138705167818449
17,2,7,0.5555892956049613,0.14567542749297954,0.0,46.74274887678398,-0.01883493180679685
18,3,4,0.34875274091950104,0.09615873966666696,0.0,18.963115410343526,-0.007766206362836181
19,3,5,0.4274646611313049,0.11786133338494069,0.0,23.214981724694802,-0.010443300505237386
20,3,6,0.3179709688405117,0.08767153351591896,0.0,22.350652258822848,-0.014969353054146595
21,3,7,0.4467281771187741,0.12317270502898832,0.0,27.13851573473075,-0.01784341519472048
22,4,5,0.40694169142864567,0.10875149183160204,0.0,22.164967986646495,-0.005146644159461334
23,4,6,0.1801788866396956,0.046340350846587566,0.0,12.764281980920877,-0.0006278441015396208
24,4,7,0.3364664377808433,0.08822144801654933,0.0,39.53270202017639,-0.013959697206653488
25,5,6,0.5440529474376516,0.14539323671042248,0.0,32.5606478157809,-0.013167268804215926
26,5,7,0.6485699279575012,0.17332445583266165,0.0,30.082611556663355,-0.01630580643837227
27,6,7,0.5356662579497744,0.14045161009704166,0.0,28.584010312128633,-0.005741387200101711
