,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.38206467399334887,0.11793631155652022,0.0,32.851961299237665,-0.019399163788784923
1,0,2,0.06675682827121765,0.020606600487896715,0.0,7.708446812008538,-0.03142943293459828
2,0,3,-0.04538199068517468,-0.0140085827264811,0.9,-1.1849683865366643,-0.026845352159642878
3,0,4,0.09181915763360937,0.028342878885795942,0.0,6.572726146922257,-0.02182419888123177
4,1,2,0.10212664198668087,0.027227810444849523,0.0,8.106778457089343,-0.01803868837123974
5,1,3,0.07367302642377105,0.018809358851449482,0.0,6.562850746918749,-0.017916084918705888
6,1,4,0.18710935709660248,0.04871986961188219,0.0,15.174304419815606,-0.014106717208429976
7,2,3,0.11567790802551148,0.030840690451627063,0.0,9.461250656030224,-0.021438987175393765
8,2,4,0.43095731177530183,0.11489679643407996,0.0,25.882697201128977,-0.01892132118464924
9,3,4,0.26486381484856736,0.06896571462038453,0.0,17.88604726275729,-0.013378111177505137
