,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.6750369865880694,0.17707092165064706,0.0,49.68325205193846,-0.012632752132812276
1,0,2,0.6603448690809248,0.17651529314614306,0.0,71.75195310517046,-0.021747550182459198
2,0,3,0.3861519432819396,0.11133955795680875,0.0,33.59714023805976,-0.02053019392057891
3,0,4,0.7576219665656714,0.19873402872430124,0.0,55.71574391804516,-0.013209741048300838
4,0,5,0.9661813800488952,0.25624725836445156,0.0,66.06069600864268,-0.02055702911501527
5,0,6,0.9572008811529882,0.2557549366468829,0.0,74.80420767932708,-0.010457810074094765
6,1,2,0.341947397933005,0.09140518540064292,0.0,24.467885646903827,-0.014257820708199276
7,1,3,0.15994671434844498,0.046117588638411824,0.0,11.476395033784279,-0.018368272674374575
8,1,4,0.3635022988028851,0.09335720893328445,0.0,18.883193774473945,-0.007311278994351733
9,1,5,0.7163465622991207,0.1899869387036418,0.0,51.14464804661549,-0.008697344754717218
10,1,6,0.6031049470755052,0.16114388376337527,0.0,49.105529040017935,-0.006675453873161352
11,2,3,0.6549873445811718,0.18885312551625946,0.0,55.792696775749874,-0.024864169293717396
12,2,4,0.48334780580823455,0.12920260855896779,0.0,34.527622554250385,-0.010027304513098124
13,2,5,0.6022509265354703,0.16098633278229807,0.0,51.35375226631429,-0.02223640574035186
14,2,6,0.5550066579717328,0.14835757422677234,0.0,44.34999441769384,-0.010401726043308513
15,3,4,0.2475216038160255,0.07136814001092602,0.0,19.744424758271542,-0.01548442385927502
16,3,5,0.3564641003028237,0.102779633886784,0.0,24.92704572958067,-0.021916518689140175
17,3,6,0.2592809191476917,0.07475871461162535,0.0,20.59655286857205,-0.015531883747482534
18,4,5,0.5558276586379414,0.14741467450127932,0.0,35.3823265206184,-0.008545004078577589
19,4,6,0.814356208471624,0.21758820390426234,0.0,55.96531918343627,-0.004799344404739036
20,5,6,0.8168090407872075,0.21824357728077015,0.0,65.57064631024525,-0.01292444769492609
