,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.3655577626110196,0.09496318308637906,0.0,32.883135549472094,-0.016778674051851537
1,0,2,0.5312274231520604,0.1424890563350704,0.0,40.93796448313219,-0.01665716713962393
2,0,3,0.675934212945239,0.17559157808548018,0.0,53.726530665767896,-0.008344483614018428
3,0,4,0.23517720466574588,0.06109342552295959,0.0,25.095847832346145,-0.009173589161775863
4,0,5,0.40906989715997,0.10774514488339196,0.0,47.8568135729355,-0.02130105458971059
5,0,6,0.32716767970763083,0.0862124774978573,0.0,22.013720920859768,-0.02059960390323896
6,0,7,0.45521199877068774,0.11972528046401656,0.0,32.04041852941569,-0.016577110643988435
7,1,2,0.3660855384679387,0.09819369377563425,0.0,25.728126179918743,-0.0173601141718585
8,1,3,0.4068580172507623,0.10252347691189019,0.0,22.800605069492885,-0.0058706731224067886
9,1,4,0.45593315901652076,0.11311509001906324,0.0,37.07320897574792,-0.006640252498017407
10,1,5,0.3784145768772884,0.09967082323754213,0.0,25.60654703034647,-0.011964192445222155
11,1,6,0.3989566949952339,0.1051297155043946,0.0,30.866416720169212,-0.019926274329081516
12,1,7,0.24121226165032006,0.06344122245334786,0.0,23.95002571395102,-0.01566029323072384
13,2,3,0.4317217916114586,0.11579904953136089,0.0,27.70541891474092,-0.017089140142187674
14,2,4,0.37609466826722393,0.10087840355844821,0.0,26.556541631299336,-0.008628565500154428
15,2,5,0.43812803337233497,0.11751737073124424,0.0,28.648934831297723,-0.022199214777926725
16,2,6,0.31862294879731046,0.08546298877313546,0.0,20.559919125200835,-0.025218738941949016
17,2,7,0.35799735444606284,0.09602423177402446,0.0,21.926979031476066,-0.019896723299502962
18,3,4,0.20973048588630938,0.052849637258670146,0.0,23.566030883052676,-0.0026463755466756833
19,3,5,0.28292713233045763,0.07452033277449098,0.0,19.889287739768132,-0.011596032828294333
20,3,6,0.2665850636745599,0.07024825564629818,0.0,23.0870786865429,-0.015238809437685009
21,3,7,0.3425488899649656,0.09009376298174569,0.0,21.570083244778136,-0.01455091972420921
22,4,5,0.38835124388381637,0.1022880474178335,0.0,46.948509737855424,-0.01762090272512986
23,4,6,0.29099521657608207,0.07668061400034575,0.0,19.51215094016911,-0.009826767658198853
24,4,7,0.19867371288315017,0.05225316129627098,0.0,19.629150590553344,-0.01570875216233745
25,5,6,0.2627052565090917,0.06922588146725989,0.0,12.099683120006603,-0.01624546469704593
26,5,7,0.4596640548977309,0.12107116787739504,0.0,36.87787861663389,-0.021252543286789338
27,6,7,0.2718005403176855,0.07162259422136122,0.0,19.372708000762948,-0.019090534050775744
