,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.4150510455751686,0.10683866645129193,0.0,23.857275240558543,-0.018106030762964666
1,0,2,0.9052558387106258,0.24180486130743972,0.0,65.92585561937784,-0.015085791849854546
2,0,3,0.7745368566782798,0.21293222902215544,0.0,41.88192757320429,-0.015163437506397814
3,0,4,0.5573762277601055,0.14134561857029482,0.0,50.32090004908166,-0.009002347454094917
4,0,5,0.4773580415297829,0.13003934612207574,0.0,32.624546112661626,-0.013071759273721329
5,0,6,0.3718129629421618,0.09339688963978168,0.0,32.89234438447737,-0.0049083344690028065
6,1,2,0.4255269407529596,0.11366342915600877,0.0,34.3103185506301,-0.02243637988482221
7,1,3,0.35609349467274676,0.09789564035227315,0.0,22.808468457803354,-0.032415558620644755
8,1,4,0.6256211836942249,0.16104171687350793,0.0,45.25317338024958,-0.023322653237302583
9,1,5,0.4001338966519512,0.10900235411379691,0.0,27.690311772638236,-0.016643396619280937
10,1,6,0.21830435124009373,0.05619392124331376,0.0,20.48269239353338,-0.015792360243667945
11,2,3,0.6339448083281329,0.17428128816651298,0.0,39.00489934926793,-0.017794145185946953
12,2,4,0.6513011275535074,0.1739704645724992,0.0,44.41080387593359,-0.010971982303489902
13,2,5,0.48531173686917484,0.13220604962595753,0.0,26.65247638497439,-0.008974646531851515
14,2,6,0.267340454598715,0.07140989185795725,0.0,35.0752905030807,-0.013655091721756963
15,3,4,0.30174181537592304,0.08295351832930892,0.0,13.1802848067226,-0.010832056136426927
16,3,5,0.3031790205630136,0.08334862838948326,0.0,17.205152607815894,-0.013447490139313345
17,3,6,0.5187470489569161,0.1426116323331304,0.0,39.66612709040507,-0.011742347311476609
18,4,5,0.474964091864182,0.1293871990498985,0.0,39.211511196008686,-0.004954784214919128
19,4,6,0.11426446966825488,0.028976445964999903,0.0,5.284741472318147,-0.0004939053432393425
20,5,6,0.14224607752982266,0.03874992207343834,0.0,8.96678425933067,-0.002037513339029484
