,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.11805841303021669,0.03104578766055916,0.0,10.882448406055952,-0.020593329069729948
1,0,2,-0.014068055338821495,-0.0036994725546095728,0.35,0.11968092436013919,-0.01635783548833052
2,0,3,0.1391979255071325,0.04084352741580588,0.0,9.102558046683113,-0.018412176414693483
3,0,4,0.10584964388408302,0.027835251072957902,0.0,12.962082226514747,-0.017570572845695187
4,1,2,0.1516597340629362,0.03887717863691898,0.0,10.241174943213037,-0.019762489635402503
5,1,3,0.1797589366731609,0.05274496032536172,0.0,12.103896729651414,-0.023135829855381828
6,1,4,-0.0035064401184508043,-0.000898857562338205,0.25,0.7956823236040637,-0.014389565280919614
7,2,3,-0.007794167727117163,-0.0022869687323722894,0.15,1.0205633748709153,-0.02574695783390051
8,2,4,0.051186057969117904,0.013083728754730918,0.0,5.740717900747484,-0.02043377814152967
9,3,4,-0.04530735387800444,-0.013294107247015494,0.95,-2.00230192763125,-0.017135951633947145
