,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.5430980093916791,0.14276555601516705,0.0,50.89637988143929,-0.02239804345309464
1,0,2,0.5175424548804095,0.13919275069691828,0.0,33.89499403256124,-0.018403673057146054
2,0,3,0.7367319215122059,0.19877905334874096,0.0,41.30348138365149,-0.023629279951008764
3,0,4,0.5248269091711659,0.1376197903704621,0.0,26.46799481655068,-0.008698486323133326
4,0,5,0.6071382178101494,0.16325131046574942,0.0,37.63195072894237,-0.019322056845794133
5,0,6,0.49467118145154565,0.15702592127499065,0.0,22.560295867953414,-0.022905946756631535
6,1,2,0.936652221453695,0.25191208551314914,0.0,62.852523017611105,-0.02755604463201884
7,1,3,0.8546880561393468,0.23060502436100863,0.0,49.50427421166173,-0.024855381561716516
8,1,4,0.822192953845831,0.21613195441285127,0.0,82.85813128604715,-0.019926291374053218
9,1,5,0.8864768114576211,0.23836170565893913,0.0,41.38459628056777,-0.021386144848642808
10,1,6,0.6565527819163135,0.20841279886882932,0.0,39.7441745157006,-0.026290283286014703
11,2,3,0.8580399059305863,0.23150939338455,0.0,53.53316111809921,-0.025507463078073344
12,2,4,0.8179492337020218,0.21998698405472691,0.0,48.775844477643155,-0.014687925583467275
13,2,5,0.9251595029667357,0.24882112537239154,0.0,58.482099155872916,-0.025265355359946763
14,2,6,0.7787509732276838,0.2472027755003769,0.0,34.20546674096868,-0.02316211361520968
15,3,4,0.8206058749601368,0.22140924566180725,0.0,43.14160561015338,-0.01954813101996713
16,3,5,0.7396654730250916,0.1995705605111892,0.0,44.93766484756222,-0.023102887986914934
17,3,6,0.6022107058342137,0.19116272471705018,0.0,40.985196195740585,-0.04094418367537567
18,4,5,0.7993164468136786,0.2149254545197536,0.0,58.964989308568285,-0.013981285894246298
19,4,6,0.6685838007722724,0.2122318647262544,0.0,32.25550636804402,-0.025871286317777287
20,5,6,0.6699163574611351,0.21265486479087473,0.0,43.52789374799814,-0.025752035252710304
