,exog,endog,MI_XY,Norm_MI_XY,p_value_XY,z_score_XY,Ave_MI_XY
0,0,1,0.4374069706127983,0.11546481923670303,0.0,29.510652696464252,-0.01626185592997742
1,0,2,0.45484828957653534,0.12006890393744797,0.0,32.813220773354686,-0.019149148328170808
2,0,3,0.47851461115195537,0.1273377790395052,0.0,30.4136312702682,-0.01438137222098157
3,0,4,0.8684821731040966,0.2358328125560425,0.0,54.501765646409964,-0.020064815881675725
4,0,5,0.317100413976954,0.0866892911685037,0.0,26.79846468143324,-0.02742949877221994
5,0,6,0.3460932651972666,0.09136021826322822,0.0,22.77900640167695,-0.010746176302437549
6,1,2,0.7260058968015972,0.19114917887887323,0.0,37.377949949251324,-0.013062634109061699
7,1,3,0.3813976049845955,0.10149392059901462,0.0,32.27041490682689,-0.011435177306390409
8,1,4,0.3708227521796008,0.10069541472995272,0.0,35.467724064968706,-0.021053555877392594
9,1,5,0.35387291980855107,0.09674220287886967,0.0,20.44770040418748,-0.021228810846747992
10,1,6,0.4837298265719596,0.12318140768618274,0.0,43.86327387594736,-0.010569632496481463
11,2,3,0.6180421854910572,0.16446753645347184,0.0,45.47847108080456,-0.011928486626736933
12,2,4,0.423309198967444,0.114947896531403,0.0,23.399497782675354,-0.008630633561138579
13,2,5,0.3648966559557518,0.09975588507702315,0.0,18.751502678356214,-0.017202951824596767
14,2,6,0.46469194663066915,0.12234815780615044,0.0,36.04551138145944,-0.012236874934956444
15,3,4,0.5493062609405142,0.14916188781311646,0.0,26.79283622984569,-0.006635971294364884
16,3,5,0.27156526307254936,0.07424083704746753,0.0,16.75679831674722,-0.027342126645596078
17,3,6,0.5827574398026236,0.15507789391126725,0.0,59.07285185359619,-0.016525229702770927
18,4,5,0.35126165572727697,0.09602833237513744,0.0,22.640192933122115,-0.019555173472993025
19,4,6,0.33064548118496795,0.08978543970349367,0.0,20.192259044904013,-0.013355241412712804
20,5,6,0.13243092428290382,0.036204124778307846,0.0,6.247799198723792,-0.01812667037143978
