,exog,endog,TE_XY,p_value_XY,z_score_XY,Ave_TE_XY,ETE_XY
0,0,1,-0.00016856421247268827,0.45,0.3500592025726255,-0.004715401696206922,0.004546837483734234
1,1,0,-0.016326240637812628,0.85,-1.1343326144084906,-0.0008241253101615387,-0.015502115327651089
2,0,2,0.039454720769407814,0.0,2.477321454232475,-0.0032561614993962705,0.04271088226880408
3,2,0,-0.0024699987769447596,0.25,0.44622609495928395,-0.008099956908167893,0.005629958131223134
4,0,3,0.015253467125495579,0.2,0.7280282166269683,0.002171398499705579,0.01308206862579
5,3,0,-0.006950169910756809,0.65,-0.5077030103510393,0.0026675677132917074,-0.009617737624048517
6,0,4,0.018992708978509576,0.15,1.171812591055785,-0.0026961164546089435,0.02168882543311852
7,4,0,-0.01397496060435044,0.65,-0.4604593295000175,-0.005835332106394797,-0.008139628497955641
8,0,5,0.029850255603968368,0.1,1.358095049202645,0.0014585086474793395,0.02839174695648903
9,5,0,0.0070842405339166525,0.35,0.555241730633969,4.673421928780286e-05,0.00703750631462885
10,0,6,0.043334154239816236,0.0,2.5727117690063195,0.0003252047063539543,0.04300894953346228
11,6,0,0.0018148968950302269,0.4,0.13728499873967462,-0.0005452601104892097,0.0023601570055194364
12,0,7,0.011178205816233078,0.1,1.0204297257396018,-0.0007363095352743044,0.011914515351507383
13,7,0,-0.009046252910032582,0.75,-0.6973488879743805,0.002667032345911857,-0.01171328525594444
14,1,2,0.029973235615307736,0.0,2.70724372854261,-0.010858751302735947,0.04083198691804368
15,2,1,0.010321960010831077,0.35,0.1467513483526074,0.0071761564032595485,0.0031458036075715286
16,1,3,0.021561393327422795,0.15,1.076202941229182,0.0022983660868344247,0.01926302724058837
17,3,1,0.018601013674126143,0.05,1.3263144886316267,-0.0026625296040355463,0.02126354327816169
18,1,4,0.002276600524684369,0.2,0.6889255502429112,-0.008591499046107277,0.010868099570791646
19,4,1,-0.006633232917381271,0.55,-0.017033325849110367,-0.006378463022877279,-0.0002547698945039919
20,1,5,-0.00813815981956223,0.7,-0.4668927261137051,-0.002564805321459218,-0.005573354498103011
21,5,1,-0.003724558236045894,0.65,-0.38391639278098955,0.0031954428982653438,-0.006920001134311238
22,1,6,0.002622934076804029,0.25,0.6403214070341015,-0.007052676900287147,0.009675610977091176
23,6,1,0.009457531447800704,0.25,0.3592719793326164,0.001242658790562734,0.00821487265723797
24,1,7,1.4020535920256094e-05,0.25,0.5532195043507815,-0.007242452397070531,0.007256472932990787
25,7,1,-0.0017928456925577763,0.25,0.4967874800123186,-0.009107222457291831,0.007314376764734055
26,2,3,0.009827656167599397,0.3,0.16596984882412993,0.005218892748448378,0.004608763419151019
27,3,2,0.018792293893376666,0.05,2.1963930589901466,-0.008402005518896916,0.02719429941227358
28,2,4,-0.0037585647363114205,0.5,-0.04989611796686552,-0.00292267055376767,-0.0008358941825437503
29,4,2,0.002162902981647896,0.4,0.23237871116235734,-0.0026451652234755984,0.004808068205123495
30,2,5,0.010461794643672473,0.2,0.7200695703327921,-0.0014418358807442243,0.011903630524416698
31,5,2,0.0080825056220446,0.3,0.7239385804349144,-0.00205621602494106,0.01013872164698566
32,2,6,-0.016381975217211853,0.8,-0.7079956218978809,-0.0011062256324042784,-0.015275749584807574
33,6,2,0.015071791526356293,0.1,1.3793982671442213,-0.006807197273134458,0.02187898879949075
34,2,7,-0.012603938410590931,0.7,-0.6882146703941205,-0.0034045789872523937,-0.009199359423338539
35,7,2,0.011569529467621464,0.1,1.0781988861108915,-0.005597118888619757,0.01716664835624122
36,3,4,0.04894742096061133,0.0,3.453021953123757,-0.00696154987647668,0.05590897083708801
37,4,3,0.00016379349847328584,0.3,0.7179133816358155,-0.007939464769945604,0.00810325826841889
38,3,5,0.004207812068694583,0.1,1.297591328541176,-0.010760867872111678,0.014968679940806261
39,5,3,0.026216655993960725,0.05,1.6812070585633545,-0.003878008689736601,0.030094664683697325
40,3,6,-0.009205333281470551,0.45,-0.28885201670770716,-0.0047759169607227035,-0.004429416320747848
41,6,3,-0.019661732194383053,0.85,-0.936326856517031,-0.0071247947319887485,-0.012536937462394305
42,3,7,-0.017517981843741648,0.85,-0.9366605021633423,-0.002574439932816719,-0.014943541910924929
43,7,3,-0.0009872698472919161,0.3,0.6124555288208996,-0.00933597564835036,0.008348705801058443
44,4,5,0.012422588477594143,0.3,0.7154011483690279,-0.002543894834850602,0.014966483312444745
45,5,4,0.0029353480839784396,0.35,0.48939738779010517,-0.004631404887730639,0.007566752971709079
46,4,6,-0.004705932919885747,0.55,0.002053430887966186,-0.00474501605173947,3.9083131853722905e-05
47,6,4,0.0052711768038991025,0.35,0.4049314480062162,-0.0014010370068187282,0.006672213810717831
48,4,7,0.00019339911542681776,0.45,0.10178007300698613,-0.0017121306228931265,0.0019055297383199442
49,7,4,-0.008910461232257028,0.65,-0.45637393322300357,0.00010935591972922598,-0.009019817151986253
50,5,6,0.012026224873765479,0.25,0.7509700587102893,0.0016663883739107099,0.01035983649985477
51,6,5,0.022681729339526502,0.05,1.768858583937669,0.0013557362135580675,0.021325993125968435
52,5,7,0.0006150733140768416,0.5,-0.1121320634329803,0.0024120232233855177,-0.001796949909308676
53,7,5,0.010295576372901127,0.45,0.3409651067045329,0.004952501852906699,0.005343074519994428
54,6,7,-0.0048992556264315645,0.55,-0.3298686370970003,-0.00026559887624817425,-0.00463365675018339
55,7,6,-0.001958457355341281,0.45,0.34805678853570976,-0.005691927078441861,0.00373346972310058
