YYYY/MM/DD,USD/XAU,AUD/XAU,BRL/XAU,GBP/XAU,CAD/XAU,CLP/XAU,CNY/XAU,DKK/XAU,EGP/XAU,EUR/XAU,HKD/XAU,HUF/XAU,ISK/XAU,INR/XAU,IDR/XAU,ILS/XAU,JPY/XAU,KWD/XAU,MYR/XAU,MXN/XAU,NZD/XAU,NOK/XAU,PHP/XAU,PLN/XAU,RUB/XAU,SAR/XAU,SGD/XAU,ZAR/XAU,KRW/XAU,LKR/XAU,SEK/XAU,CHF/XAU,TWD/XAU,THB/XAU,TRY/XAU,AED/XAU
3/17/16,0.030932031,0.003040009,-0.017788149,0.00319786,0.001767811,0.005901177,0.023754776,0.008878371,0.022889397,0.00893099,0.030148426,0.005155074,0.011379102,0.021304459,0.021970793,0.020214106,0.008630828,0.010438368,0.011792701,-0.000553827,-0.004112853,0.003050172,0.018169097,0.006425899,-0.001904868,0.030026139,0.006490708,0.018822627,-3.05E-05,0.02958162,0.014402424,0.010063384,0.01549854,0.022990925,0.005287482,0.030231155
3/18/16,-0.011369917,-0.008499944,-0.015654308,-0.013088875,-0.011522201,-0.004319967,-0.012011111,-0.009508966,-0.011314235,-0.0092331,-0.011688571,-0.011729537,-0.008664406,-0.015569655,-0.01152068,-0.011805878,-0.009859337,-0.013703763,-0.013683214,-0.01688283,-0.008194952,-0.012790737,-0.005869204,-0.014111398,-0.011006909,-0.010263301,-0.006685507,-0.028203562,-0.007094575,-0.010209713,-0.008387096,-0.011226936,-0.00980926,-0.008612827,-0.006513318,-0.010831858
3/21/16,-0.005750339,-0.002720938,-0.005447139,0.002071353,0.000912711,-0.002200973,-0.003553391,-0.002631964,-0.006422289,-0.002966081,-0.005788808,-0.000576667,-0.004835242,-0.00417659,0.000921968,-0.006472792,-0.004144264,-0.005949156,-0.002804778,-0.000404911,0.001156994,0.001559443,-0.006199868,-0.004881424,-0.008961787,-0.004638677,-0.004797923,-0.007641447,-0.007976527,-0.003419478,-0.004757458,-0.006202196,-0.006272691,-0.00495218,-0.007416738,-0.004181952
3/22/16,0.006104908,0.002055427,0.000583907,0.019188706,0.004719195,0.002644798,0.006709883,0.0088099,0.006422438,0.00910709,0.006117884,0.012005176,0.008582722,0.008315762,0.004733051,0.00411914,0.008088091,0.010565455,-0.008531597,0.002807341,0.006649337,0.006655929,0.002225772,0.009991641,-0.001512271,0.001075186,0.008252806,-0.00135888,0.00384712,0.006104908,0.006619007,0.008974384,0.005700488,0.007401918,0.008920073,0.001241858
3/23/16,-0.027864271,-0.015930314,-0.003671952,-0.020553318,-0.016542179,-0.024120691,-0.025272828,-0.023002421,-0.027042721,-0.023334994,-0.027789044,-0.019047666,-0.025902476,-0.024010008,-0.026389439,-0.029103789,-0.02073603,-0.026799607,-0.029636912,-0.017320743,-0.019189182,-0.017800156,-0.024479969,-0.023636369,-0.013479254,-0.02653927,-0.024222244,-0.031330471,-0.019202508,-0.021377571,-0.02269843,-0.025029443,-0.022571773,-0.019186475,-0.024270173,-0.026670588
3/24/16,0.002792378,0.005058405,0.010345292,0.00050012,0.007805201,0.008843725,0.00385572,0.003739317,0.002476261,0.003856938,0.003581246,0.005009838,0.004939685,0.002222363,0.007805201,0.00112023,0.00270336,0.005817544,0.011474998,0.008916039,0.003800278,0.003926184,0.002511472,0.006345207,0.017825318,0.006271602,0.006021511,0.006311675,0.00425405,0.007726166,0.007801852,0.006326276,0.003347703,0.004327961,0.002792378,0.00639984
3/28/16,0,-0.004509244,-0.017919793,-0.00741076,-0.006405909,-0.005382337,-0.001013202,-0.00389344,-0.001542897,-0.004052108,-0.000283494,-0.004697509,-0.004519747,-0.003397542,0.003617454,-0.000365373,0.005504261,-0.001883924,-0.004292058,-0.009586477,-0.005288172,-0.008940861,-0.001508783,-0.008394571,-0.012608251,-0.000132982,-0.000948351,-0.006240143,-0.002825342,0.006051952,-0.003285713,-0.003327395,0.002183138,0.000792797,-0.003162248,-0.000380177
3/29/16,0.004095004,0.001745091,0.013559269,0.001863173,0.001810201,0.012756228,0.003786403,0.004336522,0.005805172,0.004590187,0.003965579,0.007577456,0.005633319,0.002315603,0.012011951,0.0021027,0.00444962,0.010179622,0.000292183,0.00593527,-0.006648677,0.008898374,0.003206329,0.005551442,0.009150354,0.000569427,-0.000157461,-0.009138652,0.005301953,0.005791684,0.001185076,0.005147071,0.00329402,0.005316531,0.002029829,0.00063082
3/30/16,0.008401305,-0.00457094,-0.007987653,0.000769319,-0.006317644,-0.005809835,0.002107904,-0.003283934,0.009059886,-0.002929427,0.007946315,-0.001623422,-0.002509016,0.006914525,-0.006249139,-0.001675586,0.002349117,0.002294207,-0.005722669,-0.005146277,-0.007786894,-0.008229466,1.32E-05,-0.001397765,-0.00943303,0.00713616,-0.000546158,0.002689781,-0.011574743,0.014933459,-0.004445816,-0.002546644,-0.003334013,0.004753975,0.000193756,0.007219284
3/31/16,0.000566206,-0.000814415,-0.017099315,0.001199676,0.001260936,-0.010575924,-0.001724411,-0.004804512,-0.000751129,-0.004773261,0.000979151,-0.007247905,-0.006356371,-0.001303166,0.001247017,-0.006572198,-0.001388372,-0.002647746,-0.008977016,-0.001753007,-0.001093911,-0.00829166,0.001634371,-0.007948346,-0.005482952,0.001127796,-0.003209237,0.004295461,-0.00223503,-0.020631094,-0.006233354,-0.005246634,0.000255355,-0.003888827,-0.005706274,0.000730049
4/1/16,-0.018916734,-0.018163619,-0.021210664,-0.006727612,-0.013168347,-0.015694955,-0.014642557,-0.018616759,-0.019170989,-0.018413844,-0.019283527,-0.019450531,-0.018757594,-0.017183999,-0.023141707,-0.013720844,-0.021622569,-0.013441102,-0.022007274,-0.012420626,-0.015044305,-0.011283325,-0.015970153,-0.018258889,-0.00957892,-0.016531902,-0.017313776,-0.009705975,-0.011428206,-0.018849537,-0.016238893,-0.017954416,-0.016325147,-0.016093996,-0.015926475,-0.016507328
4/4/16,0.005108767,0.012664237,0.021739961,-4.48E-05,0.004261354,0.008909397,0.005263922,0.003756968,-0.00535852,0.005005779,0.005186543,0.000476089,0.003307497,0.000701392,0.004269842,0.006572234,-0.002602835,-0.002960261,0.008465758,0.012880077,0.011902853,0.004262665,0.007834944,0.003680941,0.010572442,0.004707013,0.007344495,0.013410839,0.00782173,-0.000467139,0.006136296,0.005884128,0.009002968,0.006165124,-0.000537911,0.004862531
4/5/16,0.009427775,0.021416411,0.028045592,0.018492377,0.019803912,0.014583055,0.009271978,0.009180605,0.019786246,0.010071411,0.009727173,0.010237467,0.009321172,0.014668024,0.00958109,0.01834022,-0.00064563,0.016319559,0.014648998,0.025322,0.018003347,0.013983777,0.01119713,0.01373578,0.023019724,0.010073602,0.013311051,-0.000926399,0.01714136,0.005465145,0.011601339,0.006094595,0.011734112,0.011318197,0.014772079,0.010224807
4/6/16,-0.008040283,-0.01953391,-0.01120568,-0.008882425,-0.01504501,-0.009465681,-0.00771872,-0.010621653,-0.007503502,-0.012273059,-0.008180953,-0.011762526,-0.005751467,-0.006531769,-0.005102816,-0.013914635,-0.012634357,-0.011682489,-0.01033982,-0.011730775,-0.014576974,-0.015040813,-0.010868821,-0.009710561,-0.026296242,-0.006163973,-0.015789397,0.001343213,-0.011630623,-0.00721725,-0.008296046,-0.010943053,-0.010148755,-0.010006896,-0.003903027,-0.006151195
4/7/16,0.016947765,0.031578436,0.03258541,0.022636359,0.023635653,0.027342487,0.014091611,0.020069295,0.017429019,0.020689833,0.017118224,0.019811254,0.019783428,0.020005519,0.013406271,0.015393004,0.00182483,0.019277426,0.016350538,0.030757172,0.026614436,0.021684547,0.019305074,0.026286303,0.02045257,0.012972672,0.021177808,-0.000219754,0.019146666,0.016596488,0.018558875,0.017992384,0.017324494,0.015158482,0.022281282,0.013164621
4/8/16,-0.002093229,-0.008608154,-0.023901432,-0.003540713,-0.014829561,0.001233322,-0.001599063,-0.003940724,-0.002306762,-0.003786156,-0.002183281,-0.003621584,-0.004537339,-0.005249269,-0.004898255,-0.004806722,0.001603406,-0.002423782,-0.005076165,-0.010560452,-0.007974403,-0.014198948,-0.004681441,-0.003416889,-0.015334011,-0.00134733,-0.005193465,-0.004121495,-0.009585927,-0.001817374,-0.003096581,-0.003190381,-0.00203164,-0.003908843,-0.003141487,-0.001549263
4/11/16,0.012343687,0.006455745,-0.019254577,0.002735088,0.005955678,0.009661805,0.011482478,0.012048842,0.00128219,0.011893397,0.012108753,0.00957075,0.010760477,0.010090821,0.016277066,0.008591884,0.008514005,0.010867723,0.008997225,0.005447302,0.005859169,0.009143456,0.011707503,0.008578828,0.003368769,0.014152987,0.010315544,0.019453341,0.005917505,0.01339282,0.007858077,0.012502866,0.010469381,0.010325458,0.004643502,0.014053447
4/12/16,-0.000159388,-0.008059663,0.009990845,-0.000515289,-0.008986293,-0.014186678,0.00052165,0.001128414,0.011455543,0.001209616,-0.000120707,9.69E-05,0.002485951,0.000262505,-0.00903708,0.000637594,0.005304222,0.002428552,-0.002395823,-0.007073993,-0.006262249,-0.003281337,-0.000788109,0.00503909,-0.015089997,-0.004552244,-0.000159388,0.019434392,0.002553053,0.008811506,-0.005237975,0.000396009,-0.000715765,-0.001129498,0.002665819,-0.00442826
4/13/16,-0.007014188,-0.005873524,-0.004526342,-0.005529122,-0.007557269,-0.01118205,-0.005032548,0.003189231,-0.007394282,0.003101118,-0.00686053,0.002074761,0.001144014,-0.003424271,0.002717986,-0.00432517,-0.000794306,-0.009544883,-0.009061159,-0.008544561,-0.008932736,0.000105384,-0.007552812,0.002467905,-0.000902202,-0.002977444,-0.001772404,0.013972995,-0.005714241,-0.007014188,0.001918993,0.004053082,-0.005048427,-0.006475262,-0.004251231,-0.0030276
4/14/16,-0.009552095,-0.016522278,-0.025405046,-0.004340175,-0.006145301,-0.01745744,-0.008665172,-0.008185898,-0.00949632,-0.0080774,-0.009449934,-0.006138368,-0.010005346,-0.010265664,-0.006172496,-0.00789995,-0.010368099,-0.008960508,-0.00402801,-0.016120352,-0.002498988,-0.009973219,-0.008283503,-0.006429296,-0.00971707,-0.010528244,-0.001494313,-0.009154032,-0.00437238,-0.009619846,-0.011182041,-0.008023262,-0.010408223,-0.007233406,-0.007464818,-0.010629782
4/15/16,-0.005510981,-0.007119815,0.003882771,-0.010294681,-0.003806497,-0.001225553,-0.006814917,-0.008401281,-0.006754163,-0.008187982,-0.005741757,-0.011911265,-0.008610273,-0.00639229,-0.01400318,-0.00790316,-0.008882131,-0.002278909,-0.002293397,0.005077213,-0.012269711,-0.005075873,-0.006308763,-0.009991131,-0.000721457,-0.004529883,-0.010326202,-0.008107906,-0.011805761,-0.011769908,-0.005694485,-0.005078944,-0.00655571,-0.007862019,-0.005371556,-0.004427719
4/18/16,0.005867492,0.002064444,0.023327211,0.001734946,0.002503649,0.002502327,0.006053928,0.003531142,0.001081104,0.003322948,0.005945316,0.006379943,0.003468556,0.004582145,0.012844165,0.006640417,0.006792173,0.005501747,0.011119526,-0.000261306,0.001070364,0.003777994,0.007919125,0.007561229,0.004578832,0.007287528,0.002975577,0.025652614,0.005165316,0.005798246,0.005038314,0.002206767,0.005525265,0.005235702,0.002307212,0.007262935
4/19/16,0.01709471,0.009295749,0.001097944,0.008615775,0.004475275,0.008658854,0.014204656,0.012776723,0.023282875,0.012292748,0.017042252,0.007513436,0.013291365,0.012348584,0.014939032,0.013136095,0.020083967,0.012587891,0.00601062,0.007945869,0.004380143,0.004478065,0.015090474,0.008358894,0.007071426,0.018474463,0.005364207,0.01347873,4.25E-05,0.026197795,0.011533941,0.013084084,0.01061199,0.011661139,0.010977976,0.018448515
4/20/16,-0.0027083,-0.004031588,-0.001075288,-0.001215306,-0.004993498,-0.002390412,-0.000391567,0.001223625,-0.002899225,0.001477949,-0.002618283,-0.000254893,0.002821744,-0.00239157,-0.004977795,-0.002920366,0.000122839,-0.003569548,-0.0077402,-0.004610978,0.002552047,-0.003077085,0.001576101,-0.001413631,-0.00498838,-0.007741648,0.001692613,-0.009495287,0.002163018,-0.006178916,-0.000535067,0.004917779,-0.000441305,-0.001419328,-0.007683644,-0.007794591
4/21/16,-0.00215655,0.005408188,-0.005362789,0.000382018,0.004402491,0.007034094,-0.000722711,0.000243244,-0.001605826,0.000341563,-0.001963565,0.002448544,0.000474075,0.002836892,-0.005949766,-0.00125458,-0.003341096,-0.00199069,0.004401076,0.007033505,0.008244925,0.006345631,0.003297561,0.006503361,0.006486681,-0.000158518,0.002450368,-9.87E-05,0.002605584,-0.00215655,0.001196634,0.003094607,0.001594625,0.003854211,0.00263361,7.45E-05
4/22/16,-0.00480269,0.000909737,0.009492807,-0.008226975,-0.007621502,-0.000298789,-0.002023495,0.000667836,-0.004757876,0.000606419,-0.004879664,0.002744381,0.000206747,-0.002931314,0.002716545,-0.004088964,0.01421324,-0.001064828,-0.002730641,-0.003546055,0.005533085,0.000100959,-0.000675636,0.014907031,0.00173891,-0.00543909,-0.00155692,0.014423389,0.004913812,-0.002008723,-0.004435069,0.000489008,-0.002800466,-0.005171575,0.001959454,-0.005560811
4/25/16,-0.003538969,-0.004076932,-0.014233293,-0.01076396,-0.003067234,8.53E-05,-0.004596832,-0.006699136,-0.004189554,-0.006562688,-0.003590354,-0.001952477,-0.006983014,-0.003060189,-0.003086101,-0.005125901,-0.00747225,-0.003769944,-0.001852001,0.005657375,-0.003880386,-0.00693357,-0.00012738,0.003099491,-0.003583949,-0.004415691,-0.004569664,0.013918893,-0.00310497,-0.006941021,-0.003072897,-0.006750137,-0.00458551,-0.003055788,-0.002628287,-0.004407155
4/26/16,0.002260069,-0.000833565,-0.003783767,-0.005931486,-0.002956742,-0.001895213,0.002167448,-0.00139931,0.002734234,-0.001762167,0.002143774,-0.001650483,-0.001980454,-0.000868609,-0.002899961,0.001487358,0.004065455,0.003056779,0.006982506,-0.010206985,-0.003304989,-0.004237148,0.000379215,-0.009085015,-0.007120519,0.001323978,0.001963565,-0.004091063,0.001649201,0.003496156,-0.001673409,-0.000805355,0.000865416,0.003717341,-0.007630539,0.001194881
4/27/16,0.004590481,0.024108416,0.007666281,0.008553478,0.00626294,0.005207292,0.005224926,0.00417805,0.003640396,0.004294852,0.004681154,0.002513676,0.002322618,0.006269235,0.006272444,0.003280819,0.004500164,0.005853866,0.001902014,0.00430159,0.010822861,0.006911207,0.008131928,0.00967925,0.003644409,-0.002090868,0.003921596,0.019021277,0.008966637,0.00555293,0.003039478,0.004331926,0.007047985,0.004304493,0.009186926,-0.001877134
4/28/16,0.00689434,0.001389679,-0.008956662,0.004886794,-0.00035753,-0.004573499,0.003778844,0.00645016,0.007768075,0.006677745,0.006985213,0.004259545,0.006544473,0.004942144,0.010107345,0.008932968,-0.017639769,0.002135105,0.001490614,-0.002547829,-0.010074627,0.006141351,0.004128971,0.005522091,-0.014216257,0.017182586,0.004210879,0.015590449,-0.003062804,0.006756664,0.007380113,0.004426614,0.003473021,0.003826376,-0.000784549,0.016929832
4/29/16,0.023646497,0.026850765,0.015886477,0.020720769,0.024054519,0.021895376,0.023520043,0.013427168,0.022632209,0.013283332,0.023699283,0.016037129,0.012078467,0.023507762,0.024034124,0.017033196,0.008363967,0.025584255,0.02756539,0.021922486,0.021577948,0.012858447,0.025591471,0.006909049,0.028288308,0.02370099,0.022430765,0.010498862,0.0268751,0.023576504,0.016837122,0.014421505,0.024598342,0.021190447,0.018110713,0.023563011
5/2/16,0,-0.003729355,0.013888487,-0.002690845,-7.97E-05,0.002562819,-7.72E-05,-0.006763612,0.000338127,-0.006589409,0.000296495,-0.00781967,-0.005894857,-7.53E-05,-7.57E-05,0.004415306,-0.003461502,-0.001988862,-7.68E-05,0.003083188,-0.0037006,-0.003285844,0.002919241,-0.001308866,0.008224345,-0.00234217,-0.002303805,-0.003635436,-0.004628821,-0.000410284,-0.007070041,-0.004343795,-0.001362524,-0.002004238,0.003040601,-0.00198472
5/3/16,0.006455627,0.026292568,0.023803854,0.01492688,0.017524393,0.01805593,0.009191448,0.007655013,0.001318682,0.007278529,0.006792859,0.010552057,0.007763476,0.008441494,0.00698903,0.012381475,0.004754895,0.001173975,0.012793314,0.023849571,0.018658082,0.012991379,0.006199026,0.009251997,0.028755121,0.012523789,0.013277785,0.011416393,0.014756656,0.006249076,0.013016369,0.004812985,0.008452997,0.009371969,0.022105223,0.012323054
5/4/16,-0.008500773,-0.003226841,-0.016789923,-0.003872719,0.006974306,-0.006128552,-0.00824115,-0.007198004,-0.002998744,-0.006766665,-0.008641281,-0.004518114,-0.007319903,-0.006563174,-0.003398847,-0.004587928,-0.00141464,-0.001879743,0.006354565,0.000769273,-0.000948847,-0.001307115,-0.004476198,-0.00738635,-0.009675764,-0.013864492,-0.003365752,-0.016395378,0.006081367,-0.007890202,-0.003746477,-0.004999261,-0.006199456,-0.002913184,0.005600828,-0.013710427
5/5/16,-0.002104443,-0.003814823,-0.003685402,-0.002913262,-0.004505464,-0.008118552,-0.000475602,0.005105251,-0.001992056,0.005208415,-0.001975866,0.003536075,0.005967662,-0.003990852,-0.004508467,-0.002736272,-0.000334133,-0.0041565,0.001696969,0.002404546,-0.005190293,-8.40E-05,-9.79E-05,0.005034549,-0.017196369,-0.003541182,-0.001810642,0.003213737,-0.000906283,-0.002650337,0.003041134,0.00945186,-0.00148823,-0.001224464,0.010679788,-0.003951995
5/6/16,0.006795282,0.021601095,0.00576826,0.010120398,0.012121827,0.003289707,0.006005894,0.004974397,0.006511841,0.005256928,0.006652605,0.010175886,0.003485127,0.006901218,0.001780681,0.008257064,0.0012588,0.005858355,0.007423697,0.014097874,0.014290553,0.010198201,0.001776299,0.011832652,0.007992806,0.009779216,0.007017533,0.017533918,0.00843389,0.006726399,0.009563932,0.008021662,0.006298222,0.004420293,0.006175737,0.009514124
5/9/16,-0.018386346,-0.013836823,-0.00958788,-0.016373884,-0.012840506,-0.003114698,-0.015803748,-0.016306337,-0.029189227,-0.016839333,-0.018133385,-0.0107094,-0.017496695,-0.01587824,-0.0128771,-0.021180902,-0.003022758,-0.01472897,-0.017112732,-0.006112066,-0.008916108,-0.015343289,-0.013905995,-0.016385998,-0.00524434,-0.019614572,-0.01145374,-0.024775768,-0.013685212,-0.017110215,-0.015320124,-0.018366104,-0.013598282,-0.01525431,-0.011704134,-0.018920427
5/10/16,-0.001975816,-0.005556893,-0.024954698,-0.005038696,-0.004664045,0.003145217,-0.001669514,-0.000660695,0.008606998,-0.000473693,-0.002168659,-0.004893594,5.14E-05,-0.003636596,-0.004610317,-0.004376688,0.006312656,0.00067041,0.008419751,-0.008688736,0.002691009,-0.003396569,-0.015769303,-0.001384904,-0.006190876,-0.001151135,-0.001611281,-0.00946687,-0.004694071,-0.003271597,-0.002783348,0.002891239,-0.002159784,-0.001408982,-0.000144703,-0.00137818
5/11/16,0.011165664,0.004403256,0.006684784,0.009280469,0.001568212,0.01753608,0.007148054,0.006136913,0.012305262,0.005927597,0.011048412,0.00911588,0.008259779,0.010391266,0.022405935,0.005377928,0.004040217,0.006352499,0.006277914,0.006338829,-0.003430589,0.002208572,0.00700538,0.005806634,-0.008079954,0.00858032,0.008285902,0.010712023,0.004261742,0.009781927,0.007902758,0.006341449,0.009425703,0.010362103,0.012400214,0.0087726
5/12/16,0.001879552,0.013517247,0.012072673,0.003866977,0.003596703,0.006271699,0.005629251,0.007179768,-0.003906379,0.007509313,0.001634265,0.00813017,0.006476643,0.004122948,-0.006737316,0.005964933,0.004465048,0.004142333,-0.002043351,0.007690789,0.006268046,0.004219701,0.003216139,0.005403738,0.009217296,0.003805678,0.007162256,-0.029405094,0.007303494,0.003938914,0.009994234,0.001177203,0.005364297,0.00552213,0.002897653,0.003819167
5/13/16,-0.010474478,-0.004829558,-0.006595651,-0.004754678,-0.004163925,-0.004162015,-0.008181731,-0.003163049,-0.004984397,-0.002873138,-0.009989836,-0.001592612,-0.004161421,-0.008278533,-0.004204099,-0.005641631,-0.007472608,-0.011261482,-0.008209554,-0.004054689,-0.005552137,-0.002889257,-0.00775273,-0.003562923,-0.014192681,-0.008074701,-0.010906995,-0.019708915,-0.004215941,-0.00945958,-0.002258437,-0.00394107,-0.00816768,-0.006077707,-0.005786688,-0.007996962
5/16/16,0.015720041,0.012026782,0.014301559,0.012815899,0.011559828,0.022453201,0.014118425,0.013113337,0.009898411,0.012668694,0.015746211,0.009405811,0.012529203,0.015233753,0.011608431,0.02384945,0.014044396,0.015551608,0.015669616,0.019413365,0.012276455,0.007721272,0.01193264,0.001577433,0.011561977,0.017043226,0.013129107,0.00981627,0.016237649,0.017385156,0.014145625,0.017385634,0.014632114,0.01323018,0.017191008,0.016933269
5/17/16,-0.006843988,-0.013947797,-0.009423393,-0.011895559,-0.006998121,-0.011266156,-0.006996271,-0.008008262,-0.001186357,-0.007676503,-0.006831194,-0.008093645,-0.007954298,-0.00751296,-0.006993492,-0.00728642,-0.006114598,-0.008260571,-0.009161451,-0.003300312,-0.012317225,-0.005747413,-0.009492974,-0.005812834,-0.012485964,-0.01074668,-0.007424527,-0.017589107,-0.009710483,-0.005760348,-0.008891733,-0.008043108,-0.009004214,-0.003982676,-0.010417813,-0.010883288
5/18/16,-0.00321065,0.006095551,0.006116334,-0.012117773,0.000115849,-0.004148458,-0.00039797,0.00215268,-0.004310698,0.002247649,-0.002966679,0.005328851,0.002035993,-0.000403718,9.10E-05,0.00368827,0.002641521,-0.008972055,0.0038827,-0.000157362,0.005722743,0.004570468,0.001905941,0.007670653,0.006682237,-0.003157509,0.003129507,0.0051185,0.006548483,-0.002463737,0.003961194,0.00315114,0.002634635,0.000102062,-0.001494832,-0.002830724
5/19/16,-0.020897164,-0.01119884,-0.000662261,-0.020496543,-0.006658973,-0.010357584,-0.01954961,-0.015701724,-0.020632252,-0.015509714,-0.020392777,-0.013698649,-0.015154463,-0.01178617,-0.006645517,-0.013708375,-0.019111295,-0.009840139,-0.012841989,-0.009791624,-0.015984389,-0.005396101,-0.015518863,-0.011429347,0.009124233,-0.024733508,-0.017838579,-0.003152863,-0.018420721,-0.021763568,-0.014871698,-0.013930411,-0.02053854,-0.01828615,-0.012352818,-0.0248674
5/20/16,0.006338763,0.006048459,-0.010851425,0.012997806,0.007873284,-0.002214958,0.006354131,0.006854764,0.006089239,0.006914291,0.006248086,0.006124838,0.005959399,0.004253796,0.007827209,0.009954195,0.012934702,0.003944935,0.006314103,-0.002560167,0.004437704,0.003399527,0.00249466,0.008460654,-0.00032256,0.00612333,0.007650618,0.009668364,0.005153939,0.007161495,0.005952554,0.00909527,0.004097269,0.006789543,0.002170615,0.006256267
5/24/16,-0.013793653,-0.009596122,-0.010337974,-0.021206802,-0.015145032,-0.012539029,-0.012679177,-0.008129987,-0.013515708,-0.008200947,-0.013857132,-0.011102633,-0.008563112,-0.011073407,-0.004836086,-0.021794246,-0.018431686,-0.014446857,-0.003691853,-0.010306361,-0.010460524,-0.010750866,-0.012695075,-0.006793431,-0.01664379,-0.013133754,-0.014292962,-0.003971918,-0.014291863,-0.012719501,-0.015142514,-0.0127598,-0.015150777,-0.013545273,-0.02619814,-0.013227689
5/25/16,-0.013178107,-0.013248994,0.002077729,-0.017838508,-0.01528445,-0.013719526,-0.013313583,-0.013769691,-0.012877823,-0.013936921,-0.013330561,-0.018234976,-0.01434379,-0.017818953,-0.015344565,-0.014407983,-0.011115689,-0.006768473,-0.017750051,-0.012750147,-0.015172492,-0.01465443,-0.012819132,-0.018245483,-0.024203884,-0.009905153,-0.014891959,-0.016658051,-0.016170743,-0.013916243,-0.015288423,-0.01535424,-0.016260414,-0.014475685,-0.015289924,-0.009943862
5/26/16,0.002703588,-0.003131109,-0.004831773,0.003955661,-0.005645891,-0.007233205,0.002902453,-4.81E-05,0.003211961,-3.62E-05,0.002613212,0.000993888,9.15E-05,-0.003092042,0.004836218,-0.000659089,-0.0022972,-0.001918383,-0.002525571,0.002540591,0.002432844,-0.00564937,0.000794698,0.000394907,-0.000616168,0.008236889,-0.001584887,0.015583194,-0.000177013,0.001543605,7.18E-05,0.001701816,8.55E-05,6.32E-05,0.001543052,0.008026374
5/27/16,-0.006209658,-0.003121791,0.003786557,-0.004314113,-0.004525397,-0.004513151,-0.005027314,-0.00247366,-0.006209658,-0.002253123,-0.006107279,-0.002991677,-0.003566281,-0.005541309,-0.014864594,-0.004213626,-0.005394556,-0.008017625,-0.00703739,-0.007179104,-0.002787422,-5.96E-05,-0.005613311,-0.006940534,0.002573288,-0.013033765,-0.005196767,-0.021320672,-0.00452541,-0.001741054,-0.001339077,-0.004442794,-0.003546817,-0.003697478,0.000902876,-0.012937367
5/30/16,0,0.002809393,-0.005781466,0.000834725,0.004460509,0.006583739,0.002940325,0.000344564,5.63E-05,0.000245057,0.000347651,0.000106406,-0.001302447,0.002912317,0.004429679,0.00119748,0.011291204,0.002352785,0.009537353,0.002441141,0.004643025,0.003171324,0.001949067,0.001725757,-0.00466718,0.001308097,0.004654545,-0.025952694,0.007190593,0.003798155,0.001897989,0.001250391,0.002211574,0.000896534,-0.00074445,0.001335914
5/31/16,-0.003453095,-0.011399127,0.000622818,0.003618957,-0.000477418,-0.004174123,-0.003498509,-0.003020294,-0.009063841,-0.003286629,-0.003465923,-0.004760761,-0.004290289,-0.004061542,-0.000449904,-0.001950243,-0.006324471,-0.003980229,-0.001420117,-0.006958456,-0.013865776,-0.001114176,-0.005114717,-0.005876862,0.001038307,-0.003718785,-0.005978008,-0.007688,-0.004122705,-0.003385761,-0.003668167,-0.002901092,-0.004705346,-0.004289944,-0.004532997,-0.003615894
6/1/16,0.001980035,0.001980035,0.000730614,0.011486238,0.001291651,0.005534905,0.0007928,-0.000749788,0.007051944,-0.000552472,0.002289566,-0.000653009,-0.000611549,0.006966718,0.001245768,0.002760433,-0.008787134,0.002245179,0.00666695,0.009706828,-0.003309964,-0.004436008,-0.000122531,0.000376867,0.013060167,0.000243177,0.002052753,-0.006097165,0.00492753,-0.001134017,-0.001877155,-0.002114702,0.003025461,0.001558976,-0.000737384,0.000261045
6/2/16,-0.001729107,0.000511762,-0.003640177,-0.003410109,-0.002567926,-0.004667697,-5.90E-05,-0.001039828,-0.001402926,-0.001138513,-0.001806179,-0.003826165,0.000282534,-0.005133396,-0.0025344,8.37E-05,-0.009201331,-0.004766174,-0.000332351,0.002520915,-0.003155596,0.000611435,-0.002221773,-0.001652926,0.002044595,-0.001115738,-0.00390241,-0.015227545,-0.006162892,0.000638869,0.001239327,-0.000760519,-0.002310546,-0.00310005,0.000340868,-0.001102788
6/3/16,0.023177169,0.007357509,0.004831996,0.016037763,0.012851528,0.010175888,0.020039018,0.008228626,0.022013198,0.007676214,0.022874329,0.005288818,0.009002924,0.019660783,0.023477552,0.01856707,0.006144605,0.02582437,0.022240532,0.022024139,0.004491549,0.007074387,0.0153794,0.008603108,0.003073063,0.021592796,0.011419933,0.064685083,0.006468721,0.016950939,0.003895575,0.010635144,0.013354016,0.015050562,0.008564815,0.020359959
6/6/16,0.002821443,-4.86E-05,-0.003763928,0.007698696,-0.004303949,-0.001147566,0.002302155,0.000256877,0.00301368,0.00060633,0.002666537,-0.003223818,0.000450456,0.000351218,-0.01461701,-0.002526034,0.006479321,0.003020508,-0.009050988,0.003036941,0.004352787,0.000132684,0.001433034,-0.007580679,-0.004304589,0.006173298,0.001714739,0.033778076,-0.001640881,-0.004819101,-0.003042723,-0.003472844,0.001454905,0.000608586,0.004029329,0.007152811
