,exog,endog,Correlation,p_value_XY
0,005930,000660,0.8583523901155556,7.163739302946784e-37
1,005930,207940,0.42092082195475855,1.24874582495034e-06
2,005930,035420,0.49178503522054784,7.630003417150191e-09
3,005930,068270,0.2944342709071269,0.0009474369779233731
4,005930,051910,0.6578429591948397,1.380484727523717e-16
5,005930,006400,0.6534357123466741,2.565559978592363e-16
6,005930,035720,0.5072325651991405,2.1356361922132765e-09
7,005930,028260,0.7517967752872208,1.2516645326014473e-23
8,005930,005380,0.7289875199813017,1.1915963052211294e-21
9,005930,034730,0.5477008926893199,5.527665936083471e-11
10,005930,051900,0.5506231072951681,4.1648640081192336e-11
11,005930,036570,0.5099390361364373,1.697368096042995e-09
12,005930,012330,0.679591991507015,5.536842256499929e-18
13,005930,017670,0.6042947313920952,1.3587831463753543e-13
14,005930,005490,0.6925876231278659,7.078018584519917e-19
15,005930,105560,0.7165553539792917,1.1809806306050007e-20
16,005930,055550,0.7272805357562472,1.6448941186423995e-21
17,005930,018260,0.6512283592490034,3.4859236779672217e-16
18,005930,000270,0.6749393495833419,1.127333431111204e-17
19,005930,015760,0.5006648926598498,3.6982942136997303e-09
20,005930,003550,0.6472789676873277,5.995155779961443e-16
21,005930,096770,0.6889476706556775,1.2730413455135527e-18
22,005930,033780,0.5201746068310693,6.990978518964929e-10
23,005930,066570,0.6694915058553661,2.5500813098700262e-17
24,005930,090430,0.5719468317717674,4.8462966464411024e-12
25,005930,009150,0.8026539418399008,6.269206963416717e-29
26,005930,032830,0.5682309274024134,7.129043120884882e-12
27,005930,000810,0.4464234931230564,2.2742128109965085e-07
28,005930,251270,0.4155804100653737,1.7532568335738803e-06
29,005930,086790,0.6292139360179435,6.490245540315606e-15
30,005930,010950,0.5652508025746239,9.681871971117926e-12
31,005930,010130,0.6685714675235997,2.922042636837998e-17
32,005930,316140,0.7308559398828756,8.3494324051900135e-22
33,005930,030200,0.667692717922855,3.326362193475371e-17
34,005930,009540,0.7232784605584159,3.469662069174791e-21
35,005930,011170,0.6154414420903072,3.6032919401376976e-14
36,005930,021240,0.47464595716823144,2.916337117304866e-08
37,005930,271560,0.35578062763033846,5.380206522331882e-05
38,005930,024110,0.7412308834378907,1.0961236283666223e-22
39,005930,032640,0.5760531974125129,3.145709764034728e-12
40,005930,097950,0.5438685127220723,7.979734187154166e-11
41,005930,180640,0.15343170795460914,0.09020578309571357
42,005930,018880,0.5118004694101783,1.4476460179757064e-09
43,005930,035250,0.6582594148736218,1.301266524059644e-16
44,005930,003670,0.5902563858742655,6.729550316859286e-13
45,005930,006800,0.7789800905136393,2.749888040380677e-26
46,005930,034220,0.7293841483949224,1.1052107883477539e-21
47,005930,011070,0.6755492965268717,1.0277591093625294e-17
48,005930,002790,0.6302521232221978,5.683802583567185e-15
49,005930,267250,0.6936041273785186,5.998530350516415e-19
50,005930,086280,0.6795272474045213,5.592397596724489e-18
51,005930,010140,0.6344690245638924,3.2987496283197333e-15
52,005930,000720,0.7054810961818669,8.236742190237114e-20
53,005930,000120,0.39407933933091566,6.488567547493338e-06
54,005930,000100,0.39409110697493743,6.484081884690189e-06
55,005930,078930,0.6163673988429295,3.219490086532311e-14
56,005930,004990,0.4136634741025166,1.9775607885009416e-06
57,005930,029780,0.5961864196703569,3.4560968476456905e-13
58,005930,012750,0.5636273385663427,1.142398242566781e-11
59,005930,005830,0.42706487589789405,8.390116487952701e-07
60,005930,000080,0.4079114516969066,2.825473383987517e-06
61,005930,161390,0.6328087997295266,4.090817436787975e-15
62,005930,009830,0.6541759428157159,2.3135983087272733e-16
63,005930,139480,0.5611713697475933,1.4648259041754393e-11
64,005930,007070,0.4769216255049503,2.451021483536312e-08
65,005930,000210,0.6017995923576616,1.8160680489821067e-13
66,005930,128940,0.6049742033988837,1.2550257739271715e-13
67,005930,042660,0.6059101369878791,1.1246051133711818e-13
68,005930,008770,0.6778120351868808,7.278855104517034e-18
69,005930,004020,0.7136857419868203,1.970794930526572e-20
70,005930,241560,0.4597198646385402,8.842969633237196e-08
71,005930,003410,0.45373585648568027,1.3595048183445818e-07
72,005930,001040,0.6662850299278017,4.090102317779626e-17
73,005930,071050,0.7030940816025891,1.2372978457742518e-19
74,005930,028050,0.7012788016443351,1.68149567697574e-19
75,005930,282330,0.5703481624060937,5.7250772429008025e-12
76,005930,005940,0.7307808122059343,8.470187319070381e-22
77,005930,047810,0.6697123991186058,2.467888163088657e-17
78,005930,036460,0.627749437311214,7.819488916146705e-15
79,005930,016360,0.7376271655958914,2.243200599034469e-22
80,005930,011780,0.5234153526781555,5.246601901282451e-10
81,005930,011790,0.6090892273344468,7.726230522663189e-14
82,005930,020150,0.6306083741331313,5.430204966387893e-15
83,005930,023530,0.6103446718215824,6.653997012897996e-14
84,005930,004370,0.047822757114,0.5993987672557031
85,005930,028670,0.6341524158700478,3.43728939885486e-15
86,005930,081660,0.4911815614092251,8.0089574414425e-09
87,005930,001450,0.3681427223128809,2.7979712130511343e-05
88,005930,009240,0.43409400401431986,5.271857082927273e-07
89,005930,004170,0.6736575440478278,1.368168488336226e-17
90,005930,008560,0.6511588667407583,3.519584869907222e-16
91,005930,008930,0.5900202012166419,6.908609570618297e-13
92,005930,003000,0.17380046080515732,0.054540674037558676
93,005930,030000,0.6688276544239203,2.813468593123506e-17
94,005930,007310,0.4748337258672697,2.8749457881190912e-08
95,005930,006360,0.6990392590220622,2.447260346481679e-19
96,005930,017800,0.4713374506816237,3.746410801181126e-08
97,005930,047050,0.6736265326798259,1.374575944152412e-17
98,005930,006280,0.18841037128598148,0.03689121333238023
99,005930,003490,0.6678000663581303,3.2741924853201584e-17
100,005930,000880,0.5780928842633621,2.532312439615466e-12
101,005930,285130,0.12220157743486162,0.17814280850646413
102,005930,138930,0.6592803302065717,1.125324116015341e-16
103,005930,026960,0.434113692146035,5.264922476312203e-07
104,005930,011200,0.48263830097073007,1.574946834094209e-08
105,005930,014680,0.5510147625510706,4.008971958694197e-11
106,005930,042670,0.4788553538035588,2.1123525546050627e-08
107,005930,010120,0.6301271392218517,5.7754706627621056e-15
108,005930,069620,0.3783903457407154,1.594038828881339e-05
109,005930,009420,0.45083120803173554,1.670191216105561e-07
110,005930,047040,0.6948566265075369,4.887462389613089e-19
111,005930,192080,0.19597842389934703,0.029823559973848703
112,005930,294870,0.4314786590369973,6.274526767178411e-07
113,005930,051600,0.626108770875513,9.623293002748601e-15
114,005930,007700,0.5479637459315652,5.389292345792241e-11
115,005930,069960,0.5962947803789005,3.4138339538304895e-13
116,005930,004800,0.663166707490346,6.439641239166041e-17
117,005930,064350,0.463484981060841,6.717876007942094e-08
118,005930,185750,0.41461947529899457,1.862495834518352e-06
119,005930,012450,0.5647271854006978,1.021359104054577e-11
120,005930,034020,0.48989577499994286,8.877546951860598e-09
121,005930,088350,0.5176519912344393,8.723098350461761e-10
