,exog,endog,Correlation,p_value_XY
0,005930,000660,0.6066710936802282,5.105103590466312e-14
1,005930,051910,0.1393144683106164,0.11975255260058063
2,005930,207940,0.20529345061880588,0.021106914508742667
3,005930,035420,0.17127453999938042,0.055163508682828245
4,005930,068270,0.1296963828671699,0.14777087543759904
5,005930,006400,0.17191879802750065,0.05424081934301988
6,005930,005380,0.24550270677111455,0.005591288515148923
7,005930,035720,0.08054898431533591,0.36992862718016123
8,005930,012330,0.3196502601634732,0.0002637672785714533
9,005930,028260,0.40548673352288256,2.47516267020283e-06
10,005930,000270,0.26911715519758966,0.002310234304354519
11,005930,051900,0.22948629329699444,0.00974076995437146
12,005930,005490,0.4253363048989171,6.882223618613203e-07
13,005930,066570,0.14676796557933502,0.10101748411050664
14,005930,036570,0.2615887407027791,0.0030887769094688935
15,005930,096770,0.18081835844151897,0.04274568915644361
16,005930,017670,0.2709478444799764,0.0021500288789033854
17,005930,105560,0.3751647048770983,1.5017797223890036e-05
18,005930,034730,0.3685383041608009,2.175747147153273e-05
19,005930,015760,0.13991675079573918,0.11814530677697548
20,005930,003550,0.29004495663210533,0.0009862698630157649
21,005930,055550,0.3430382926695198,8.416398840389073e-05
22,005930,032830,0.20761236123146923,0.019664197949675114
23,005930,018260,0.3424965197125788,8.651100712687883e-05
24,005930,009150,0.5158115078426485,6.363817901245867e-10
25,005930,326030,0.09509539469983658,0.2954393357028866
26,005930,090430,0.21001935855904774,0.01825746461773174
27,005930,251270,0.21153818130962182,0.017415325636989058
28,005930,033780,0.2799458953696765,0.0014994160211921138
29,005930,086790,0.37682899734014513,1.3665114183966106e-05
30,005930,011170,0.239463780077377,0.006921560208764607
31,005930,018880,0.13235039933868623,0.1395870504652884
32,005930,000810,0.2271486937153697,0.010532037817128267
33,005930,009540,0.37631786760830843,1.4067817471404226e-05
34,005930,010950,0.3256290505683017,0.0001986842839724281
35,005930,009830,0.08271133153387514,0.3571766005242971
36,005930,010130,0.1975983938973056,0.026565300014275102
37,005930,086280,0.12910442327933846,0.14964465547999486
38,005930,003670,0.15901667158643956,0.0753212869499664
39,005930,316140,0.36903464511174955,2.1167543795965972e-05
40,005930,034220,0.2894795835694629,0.0010100840637137553
41,005930,024110,0.3711790260061296,1.878746937576164e-05
42,005930,019170,-0.029270694580685916,0.7449101866013069
43,005930,030200,0.3485497678790088,6.343936928426869e-05
44,005930,006800,0.2863771100977202,0.001150381871172563
45,005930,097950,-0.037143985187467435,0.6796597791412263
46,005930,352820,0.31895999725977486,0.019919623997707445
47,005930,006280,0.03764471406027574,0.6755830968629146
48,005930,004020,0.34358799325207723,8.18434766574954e-05
49,005930,000100,0.07057752429633868,0.4322687941940321
50,005930,021240,0.3447404130036794,7.717118077971343e-05
51,005930,011200,0.07819472398659127,0.3841258185794606
52,005930,034020,0.05183408680460248,0.5643278260873494
53,005930,032640,0.35726308691745273,4.0139415969668185e-05
54,005930,035250,0.26344148579670634,0.002877900754762221
55,005930,008930,0.12414900180349586,0.16603867436001143
56,005930,271560,0.12917515037882604,0.14941983961944771
57,005930,003490,0.34663111620907344,7.00415451421251e-05
58,005930,010140,0.3831580348804718,9.498626531862217e-06
59,005930,011070,0.27082852302555177,0.002160155961009607
60,005930,285130,-0.04782144328276522,0.5948998865629219
61,005930,071050,0.26019818021331803,0.0032560832647133614
62,005930,161390,0.33100913347613015,0.00015319376192564831
63,005930,011780,0.05348252141810908,0.5519887820395608
64,005930,002790,0.26219540862070545,0.0030182426446037232
65,005930,000720,0.2717404884321684,0.0020838397475102083
66,005930,267250,0.32484449845048285,0.00020627976206268004
67,005930,139480,0.16597391627355634,0.06325576947482413
68,005930,128940,0.08455622548173379,0.346515708608585
69,005930,180640,0.25847944423188646,0.0034741205192303794
70,005930,011790,0.11929066038610658,0.1833715991225311
71,005930,000120,0.14994417302482535,0.09377087097181211
72,005930,336260,0.10881360982933369,0.22518269034387128
73,005930,004990,0.2664383638023341,0.0025641584770518537
74,005930,016360,0.43832454134041343,2.8465646080459763e-07
75,005930,078930,0.337643758140183,0.00011043157029347451
76,005930,029780,0.2808513858898456,0.0014450477745081406
77,005930,026960,0.14162816468724915,0.11366941047435183
78,005930,003410,0.20510922310447124,0.021225341539536015
79,005930,005940,0.4498714600222991,1.258352428258067e-07
80,005930,039490,0.42412718789748166,7.457872669079404e-07
81,005930,012750,0.2826815274110817,0.0013406034549317877
82,005930,008770,0.1947696877478326,0.028854403137017745
83,005930,003090,0.025396597844622018,0.7777284281261828
84,005930,005830,0.2466277890416167,0.0053703217535316684
85,005930,006360,0.339102867818843,0.000102659306302371
86,005930,241560,0.2155401251815923,0.015355613675655647
87,005930,112610,0.09412791937659529,0.29446225059155134
88,005930,204320,0.2419493121604036,0.006343344953850398
89,005930,042660,0.390957253763938,6.004290484134502e-06
90,005930,000210,0.14272420320762916,0.11087295236143009
91,005930,036460,0.18629832118678308,0.03673705486078194
92,005930,028670,0.16179536657994154,0.07029681074987429
93,005930,023530,0.23805446955938425,0.0072697836848669576
94,005930,001040,0.3119422045042065,0.00037683247334509393
95,005930,007070,0.18978439088661345,0.0332975219307677
96,005930,081660,0.22964262500457183,0.009689770334443508
97,005930,047810,0.44632597925380624,1.6220126719947097e-07
98,005930,028050,0.28745832277268185,0.00109958582482656
99,005930,005250,0.12979747123605284,0.14745267020308792
100,005930,008560,0.3758348905367178,1.4458590992659307e-05
101,005930,185750,-0.056265712072753944,0.5314575398510767
