,exog,endog,Correlation,p_value_XY
0,005930,000660,0.6676087396107769,3.3677378535919904e-17
1,005930,068270,0.047794695696829884,0.5996132609028867
2,005930,207940,0.08639353149442078,0.3420383551095094
3,005930,005380,0.11569653938910712,0.20255026163991433
4,005930,051910,0.35596145148608993,5.330022035999312e-05
5,005930,017670,-0.10347637277908958,0.25472346707902127
6,005930,015760,-0.09745443775284343,0.28356680254318645
7,005930,005490,0.3603167083186437,4.245778540620205e-05
8,005930,028260,0.36433504025186747,3.4320177717560635e-05
9,005930,035420,0.31192922015199537,0.0004444239934181003
10,005930,105560,0.1349272411127428,0.13676420995221977
11,005930,055550,0.16178087848974532,0.07382234726336676
12,005930,012330,0.14451076217613973,0.11077478942454196
13,005930,034730,0.23616272167792823,0.008545123739981873
14,005930,051900,0.21296058675562635,0.018033601360347398
15,005930,032830,0.25056532068078236,0.005185702625220808
16,005930,018260,0.32287009079483503,0.0002702233200316613
17,005930,096770,0.17797870462492632,0.04889811435759502
18,005930,006400,0.38522336076033986,1.0837890026756513e-05
19,005930,033780,0.056958716194841205,0.5314716609596327
20,005930,000270,0.06529030724442686,0.4730797246430011
21,005930,000810,0.043902365439280874,0.6296909375170578
22,005930,003550,0.35084217716400556,6.934371662648929e-05
23,005930,090430,0.21403122397065993,0.017449378973433686
24,005930,086790,0.13660324159940485,0.13191160447871358
25,005930,000030,0.1444728535943502,0.11086940578203787
26,005930,066570,0.40814465754901186,2.7852509985011917e-06
27,005930,010950,0.06396510987423887,0.48212785608675374
28,005930,036570,0.1291003072285829,0.15469692024795004
29,005930,011170,0.23812842063736744,0.007995174669804274
30,005930,251270,0.24368946381957948,0.006605090978381842
31,005930,009540,0.23520995533707006,0.008823502536067644
32,005930,035720,0.3258967977488265,0.00023468706661911525
33,005930,010130,0.15842687088247365,0.08008902308869137
34,005930,030200,-0.09890694545043241,0.2764175958246517
35,005930,032640,-0.022829605352158788,0.8020924290120262
36,005930,024110,0.1385561964571334,0.12642459274622
37,005930,009150,0.4270718951575569,8.386267847599304e-07
38,005930,035250,0.06714954402227569,0.4605424065877488
39,005930,034220,0.3326654962712082,0.0001703048720520699
