,exog,endog,Correlation,p_value_XY
0,005930,000660,0.6914965326445033,1.1741437165502794e-18
1,005930,005380,-0.17947577948526522,0.047921983501930915
2,005930,005490,-0.12453055760450854,0.17173465198586707
3,005930,035420,0.09923421623746484,0.2768243432866861
4,005930,051910,0.21221212896210773,0.01894440362282794
5,005930,105560,0.06425936983043759,0.48193831332856957
6,005930,207940,0.22937468417960463,0.011040196671651766
7,005930,012330,-0.28997479965577755,0.0011961038517622122
8,005930,032830,0.279693076908146,0.0018083666925314517
9,005930,015760,-0.1301441860117592,0.1530687677416586
10,005930,028260,0.5023220754949039,3.74253061636386e-09
11,005930,055550,-0.07462712193095504,0.41396391610335553
12,005930,017670,-0.03332140180592512,0.7155897556514218
13,005930,034730,0.26585820946117167,0.003079120569506997
14,005930,096770,-0.017911351500579393,0.844753869959379
15,005930,051900,-0.12119523238293958,0.18359347211012558
16,005930,090430,-0.1849991257929335,0.04135126138801975
17,005930,066570,0.14937083891857356,0.10057001523252265
18,005930,251270,0.1260300121731282,0.1665917144108822
19,005930,033780,-0.27481513861815543,0.002188426629295564
20,005930,003550,0.03892095269811972,0.6703762087373466
21,005930,018260,0.31595756610100145,0.0003923088007713267
22,005930,086790,0.025634761290230873,0.7792654466766245
23,005930,006400,0.5366675755730668,1.8693751287406778e-10
24,005930,000270,-0.15433970894429297,0.08962585847922701
25,005930,010950,-0.014090026072512724,0.8775821923156394
26,005930,000810,0.009002233526235998,0.9216057085187662
27,005930,011170,0.0549369825437485,0.547835831404674
28,005930,002790,-0.16835357861712538,0.06379113544238535
29,005930,000030,-0.07915631136296027,0.38612264113777833
30,005930,034220,0.17082719572744626,0.05993427011770308
31,005930,035720,0.32412045226716124,0.0002705271926273225
32,005930,036570,0.18447788234978885,0.041937284887109065
33,005930,010130,0.08550599285157531,0.34904752658340576
34,005930,024110,0.06978361905638919,0.44499706544815865
35,005930,030200,-0.16504844981044853,0.0692579601285109
36,005930,009150,0.4686538937363662,5.206671481057775e-08
37,005930,004020,-0.17143363487532198,0.05901844716855924
38,005930,139480,-0.09204333897752102,0.31329687838296955
39,005930,021240,0.037782200161440585,0.6794824102725001
40,005930,018880,0.025618427766466688,0.7794024947177862
41,005930,008930,0.03375236944152498,0.7120722498935657
42,005930,161390,-0.12082151544702996,0.18495865547266882
43,005930,035250,-0.1967411135495214,0.029857130698013472
44,005930,267250,0.004484648642051073,0.9608994753902222
45,005930,128940,0.06746580815230158,0.46029892502165215
46,005930,032640,-0.0585127762241302,0.5220489001495017
47,005930,006800,0.2799592321323251,0.0017894661787159546
48,005930,009540,-0.18010200758361625,0.04713597371222224
49,005930,088350,0.012598285351353749,0.8904573197135444
50,005930,078930,-0.1012470526029422,0.2671490250624537
51,005930,023530,-0.154105335088801,0.09011986112092936
52,005930,009830,0.21637259461268285,0.01667759198379825
53,005930,086280,-0.25934481247327185,0.003919191545106508
54,005930,001040,-0.1457650606548473,0.10915071066026151
55,005930,004800,0.010202583161316496,0.9111928997769094
56,005930,005830,-0.008134849888383797,0.9291384699381925
57,005930,097950,-0.0997004165839523,0.2745626954826239
58,005930,047810,0.03921454692651541,0.6680361070784051
59,005930,004990,-0.006746137621231467,0.9412114788554314
60,005930,029780,-0.0647916608247694,0.47830863606100354
61,005930,001450,-0.03883834298092621,0.6710352229010972
62,005930,271560,0.03896461764489542,0.6779407849946661
63,005930,009240,-0.11748724623636952,0.19746817976766984
64,005930,036460,-0.09735757247156182,0.2860549401188884
65,005930,002380,-0.056576856364661296,0.5359330139917056
66,005930,012750,-0.08693565550258799,0.3410185092070394
67,005930,000720,0.016406404208620884,0.8576540926083659
68,005930,005940,0.32796012401490404,0.00022630713351463812
69,005930,071050,0.2554540816670813,0.004514018740488412
70,005930,282330,-0.09780148728038193,0.7505911460229193
71,005930,003490,-0.00913234164383369,0.9204763715572837
72,005930,011070,0.407774637654275,3.1325946236692936e-06
73,005930,008770,0.0501568439108486,0.5832506187379861
74,005930,000120,-0.0650424517045344,0.4766036266997134
75,005930,016360,0.2523946370348127,0.00503715608113999
76,005930,010060,0.15899775426090093,0.08024709782359692
77,005930,000880,0.06022264982259951,0.5099396718024929
78,005930,007070,0.08088014782206673,0.3758299598592689
79,005930,138930,0.058421112504958295,0.5227021552431854
80,005930,012630,-0.007394238714773155,0.9355752723703376
81,005930,011780,0.027485898299117233,0.7637781599501854
82,005930,010140,0.044635236990197,0.6254220647809542
83,005930,204320,-0.26270180674657867,0.003463525088849067
84,005930,028670,0.14168731039863527,0.11953191898125874
85,005930,000210,-0.0565552772835716,0.53608880406819
86,005930,004170,-0.18108507382585237,0.04592369557000544
87,005930,026960,-0.17384921922398727,0.05548366796881955
88,005930,008560,0.2748824811686295,0.002182721530976046
89,005930,007310,-0.04378775333071941,0.6320080713095482
90,005930,006280,-0.06053677187996585,0.5077309645891568
91,005930,028050,0.06653291778937878,0.4665387952173288
92,005930,000100,0.07432899429108583,0.41583675339373233
93,005930,006260,0.015790186779623204,0.8629472866703201
94,005930,069960,-0.21549691679299104,0.017134116744401993
95,005930,047040,0.007572558806882904,0.9340250601868372
96,005930,030000,0.06629221396701332,0.46815629293308053
97,005930,000150,-0.10538319526171075,0.2479951669771959
98,005930,120110,0.05420311679821953,0.5532039776773118
99,005930,047050,-0.002871683593426457,0.9749566702942035
100,005930,004370,-0.15666465711756264,0.08484120870812106
101,005930,006360,-0.04120941218054926,0.6522212251857468
102,005930,000670,-0.04850078342005602,0.5957610345806307
103,005930,069620,0.009796831508638158,0.9147111242816038
104,005930,012450,0.00478932675755068,0.9582453830602564
105,005930,010120,0.04355005854441734,0.6338604754151029
106,005930,000240,-0.11125589567021939,0.2224639231662739
107,005930,003410,-0.0370667480647165,0.6852274432925187
108,005930,005250,-0.2057312153429141,0.02300459445288132
109,005930,006120,0.028306814729737104,0.7569394291536198
110,005930,161890,-0.17965963717303074,0.047690094832673974
111,005930,042670,0.0955743819951915,0.29501404974435086
112,005930,051600,0.06929719626477099,0.44818440084904965
113,005930,114090,-0.08162695150401547,0.3714233754516852
114,005930,020150,0.1947448610216149,0.03159414212517372
115,005930,000080,0.058617115657621434,0.5213058144397825
116,005930,001740,-0.047246623044325274,0.6053149881879222
117,005930,001800,-0.09175813445717661,0.31480506393634256
118,005930,003520,0.15323378261606954,0.09197589021501094
119,005930,004000,0.01851523643033528,0.8395887780107744
120,005930,192400,-0.06613829719574323,0.4691921984948394
121,005930,010620,-0.12427293344822007,0.17262995513684787
122,005930,011210,-0.2909591071823703,0.0011487636612086665
123,005930,011790,0.210046110967506,0.020226498431504297
124,005930,034020,-0.10408639607254788,0.25389546921244344
125,005930,006650,0.10886927603121054,0.23260591449771656
126,005930,003240,-0.22209465057360278,0.013946045806773985
127,005930,079160,0.10707550379984143,0.2404388155082463
128,005930,064350,-0.1327062814061189,0.14507434571227829
129,005930,005440,-0.17658584966325017,0.051691483762974264
130,005930,017800,-0.07264716038614938,0.4264941908398197
131,005930,057050,-0.30565919427463184,0.0006177948604972406
132,005930,214320,-0.17845644424722773,0.04922464431244724
133,005930,111770,-0.11195159625092477,0.21956727824161223
134,005930,115390,-0.15574600574268802,0.0867067853264709
135,005930,103140,0.11725594084707887,0.1983581343160211
136,005930,005610,-0.11642452179344545,0.20158095457416486
137,005930,009420,0.03467875734338917,0.7045317137714977
138,005930,192820,-0.0599170490416357,0.5120932170238975
139,005930,079550,-0.10939044943406369,0.23036399721959075
140,005930,185750,-0.021275242145100626,0.8160720928082714
141,005930,014820,-0.12841642088081437,0.1586437581455719
142,005930,001120,-0.0711988328230714,0.4357966828931249
143,005930,001230,-0.11958339438432067,0.1895344660950306
144,005930,002350,-0.20191611122914765,0.02572741647621404
145,005930,105630,-0.05790785209875901,0.5263676259397336
146,005930,003300,-0.1806344832921213,0.04647608784385211
147,005930,005300,-0.09766716549939719,0.28451817554516284
148,005930,010780,-0.10111775551798612,0.26776354159162175
149,005930,003000,-0.08782154766548966,0.3361024064217554
150,005930,000070,-0.22370650533609537,0.013250736850923317
151,005930,001430,-0.023427805621449648,0.7978428696779029
152,005930,001680,-0.11273880312246541,0.21632199052615866
153,005930,145990,-0.12000094143022055,0.18798219279031428
154,005930,069260,0.05029963931785447,0.5821775838635622
155,005930,093050,-0.2761929659326329,0.0020743468918781307
156,005930,093370,0.3230654143562517,0.00028400810624287575
157,005930,006840,0.013157236750821803,0.8856295153906969
158,005930,000640,-0.011937842868214279,0.8961668877803459
159,005930,001060,0.029763478532253154,0.7448509819275244
160,005930,005850,-0.15618112525154826,0.0858191178246675
161,005930,014680,0.31843511783023176,0.0003508460498639832
162,005930,170900,-0.11561666731629042,0.20474838353584535
163,005930,049770,-0.2087039554705918,0.02105789071953012
164,005930,052690,-0.015766240248688862,0.8631531072210199
165,005930,108670,-0.005144213530566405,0.955154494452381
166,005930,020000,-0.2283647085526722,0.011408607122792262
167,005930,002270,-0.21752331488142454,0.016093736882726545
168,005930,003620,-0.10902615555573204,0.2319294679974119
169,005930,005180,-0.2894450044502583,0.0012223146419918125
170,005930,007570,-0.005238719998586723,0.9543315001375267
171,005930,019680,-0.14550960772487015,0.10977965586647609
172,005930,079430,-0.17687808832727098,0.05129949508807568
173,005930,029530,-0.16845200142663497,0.0636338992018189
174,005930,060980,-0.26336416337697355,0.003379457749758286
175,005930,064960,-0.04809991069761684,0.5988074207848505
176,005930,073240,-0.16114467907898694,0.07619795326600248
177,005930,025540,-0.21510638830269618,0.017341179973271056
178,005930,000990,0.1216448730868861,0.18196072653684692
179,005930,002240,-0.20293047366739508,0.024977886745552666
180,005930,002960,-0.2747014419483846,0.0021980893712098284
181,005930,003030,-0.03266397904043437,0.7209670419616456
182,005930,096760,-0.047144696093706306,0.6060944179600015
183,005930,004490,-0.22197293884327238,0.013999817219853748
184,005930,025860,-0.05578486350555559,0.5416655085852965
185,005930,027410,0.0018289208243224657,0.9840488407544159
186,005930,033920,-0.26799405548257627,0.0028412604639042535
187,005930,003920,-0.41678895885802836,1.7940243102459356e-06
188,005930,000050,-0.11635356159527208,0.20185775297018602
189,005930,001520,-0.18001022543634465,0.047250499909316235
190,005930,003850,0.008877276970895534,0.9226904769659237
191,005930,004710,0.21778746632443868,0.015962242690591304
192,005930,097230,-0.08207321258699171,0.3688053426694638
193,005930,009290,-0.21337831123576442,0.018283645074432982
194,005930,014830,-0.13447405976617852,0.13974531353026187
195,005930,034120,-0.0796934818225625,0.38289722627351575
196,005930,036580,-0.1957620175548367,0.03069867278895067
197,005930,008060,0.24055744347701458,0.007607676680043917
198,005930,078520,-0.21779950476006624,0.015956272263475794
199,005930,068270,0.2984750937957723,0.0008399531929806528
200,005930,091990,0.06072429676382654,0.5463540396143709
201,005930,215600,0.062411943211009374,0.4946498121188403
202,005930,130960,0.0705942400288645,0.4397138540187636
203,005930,263750,0.06400819198398591,0.6040595455319654
204,005930,086900,0.07586931376898173,0.40621369567690957
205,005930,016170,0.04772070594961189,0.6016955459855192
206,005930,084990,0.006437499553644692,0.9438965870542123
207,005930,145020,0.03591540704596033,0.6945103653931862
208,005930,003670,0.2062979459889716,0.02262199386835872
